ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	EDITID
6335	Rennellese	?	that		ia	ia	V	i	I	1	942	that:3724	3724
56684	Rurutuan	?	that		teeraa	t ee r aa	T V R V	t e r a	T E R A	1	942	that:3720	3720
2986	Samoan	?	that		lela	l e l a	R V R V	l e l a	L E L A	1	942	that:3711	3711
1896	Tagalog	?	that		iyon	iyo n	V N	i n	I N	1	942	that:3714	3714
12174	TagalogAnthonydelaPaz	?	that		iyon	iyo n	V N	i n	I N	1	942	that:3714	3714
42901	TahitianModern	?	that		teeraa	t ee r aa	T V R V	t e r a	T E R A	1	942	that:3720	3720
27219	Tikopia	?	that		na	n a	N V	n a	N A	12	945	that:3709	3709
12228	Tuamotu	?	that		aua	aua	V	a	A	10	943	that:3734	3734
38364	Woleai	?	that		la	l a	R V	l a	L A	1	942	that:3711	3711
57853	Yami	?	that		ʔuituʔ	ʔ ui t u ʔ	H V T V H	7 u t u 7	H Y T Y H	16	946	that:3710	3710
30958	Anuta	?	thatch/roof		taotao	t ao t ao	T V T V	t a t a	T A T A	23	953	thatch/roof:3738	3738
41095	BanjareseMalay	?	thatch/roof		atap	a t a p	V T V P	a t a p	A T A P	1	949	thatch/roof:3739	3739
29387	Carolinian	?	thatch/roof		oos	oo s	V S	o s	U S	1	949	thatch/roof:3740	3740
22416	Cebuano	?	thatch/roof		atup	a t u p	V T V P	a t u p	A T Y P	1	949	thatch/roof:3739	3739
36048	Chuukese	?	thatch/roof		oos	oo s	V S	o s	U S	1	949	thatch/roof:3740	3740
15389	ChuukeseAKATrukese	?	thatch/roof		osu	o s u	V S V	o s u	U S Y	1	949	thatch/roof:3740	3740
12785	DayakNgaju	?	thatch/roof		sapaw	s a p a w	S V P V W	s a p a w	S A P A W	15	952	thatch/roof:3744	3744
12786	DayakNgaju	?	thatch/roof		atap	a t a p	V T V P	a t a p	A T A P	1	949	thatch/roof:3739	3739
58005	EastSumbaneseKamberaSoutherndialect	?	thatch/roof		pambungu	p a m b u n g u	P V M P V N K V	p a m b u n g u	P A M P Y N K Y	6	955	thatch/roof:3745	3745
46143	EastSumbaneseUmbuRatuNggaidialect	?	thatch/roof		pawucung	p a w u c u n g	P V W V K V N K	p a w u T u n g	P A W Y C Y N K	6	955	thatch/roof:3745	3745
54427	FutunaEast	?	thatch/roof		inaki	i n a k i	V N V K V	i n a k i	I N A K I	11	950	thatch/roof:3747	3747
54428	FutunaEast	?	thatch/roof		ato	a t o	V T V	a t o	A T U	1	949	thatch/roof:3739	3739
16554	Imorod	?	thatch/roof		atep	a t e p	V T V P	a t e p	A T E P	1	949	thatch/roof:3739	3739
26303	Indonesian	?	thatch/roof		atap	a t a p	V T V P	a t a p	A T A P	1	949	thatch/roof:3739	3739
6210	Iraralay	?	thatch/roof		atep	a t e p	V T V P	a t e p	A T E P	1	949	thatch/roof:3739	3739
46271	Isamorong	?	thatch/roof		atep	a t e p	V T V P	a t e p	A T E P	1	949	thatch/roof:3739	3739
13680	Itbayat	?	thatch/roof		atep	a t e p	V T V P	a t e p	A T E P	1	949	thatch/roof:3739	3739
31638	Itbayaten	?	thatch/roof		qatɨp	q a t ɨ p	K V T V P	q a t I p	K A T I P	1	949	thatch/roof:3739	3739
66846	Ivasay	?	thatch/roof		atep	a t e p	V T V P	a t e p	A T E P	1	949	thatch/roof:3739	3739
50806	Katingan	?	thatch/roof		sapau	s a p au	S V P V	s a p a	S A P A	15	952	thatch/roof:3744	3744
62764	Lakalai	?	thatch/roof		varu	v a r u	W V R V	v a r u	B A R Y	14	951	thatch/roof:3756	3756
62765	Lakalai	?	thatch/roof		ivu	i v u	V W V	i v u	I B Y	32	954	thatch/roof:3757	3757
6639	Luangiua	?	thatch/roof		iŋai	i ŋ ai	V N V	i N a	I N A	11	950	thatch/roof:3757	3757
6640	Luangiua	?	thatch/roof		ako	a k o	V K V	a k o	A K U	1	949	thatch/roof:3739	3739
64121	MalayBahasaIndonesia	?	thatch/roof		atap	a t a p	V T V P	a t a p	A T A P	1	949	thatch/roof:3739	3739
30335	Marquesan	?	thatch/roof		hatu	h a t u	H V T V	h a t u	H A T Y	1	949	thatch/roof:3756	3756
14384	Minangkabau	?	thatch/roof		atok	a t o k	V T V K	a t o k	A T U K	1	949	thatch/roof:3739	3739
57339	NakanaiBilekiDialect	?	thatch/roof		varu	v a r u	W V R V	v a r u	B A R Y	14	951	thatch/roof:3756	3756
57340	NakanaiBilekiDialect	?	thatch/roof		ivu	i v u	V W V	i v u	I B Y	32	954	thatch/roof:3757	3757
5299	Niue	?	thatch/roof		ato	a t o	V T V	a t o	A T U	1	949	thatch/roof:3739	3739
36790	Ogan	?	thatch/roof		atap	a t a p	V T V P	a t a p	A T A P	1	949	thatch/roof:3739	3739
51400	Penrhyn	?	thatch/roof		ato	a t o	V T V	a t o	A T U	1	949	thatch/roof:3739	3739
2251	RapanuiEasterIsland	?	thatch/roof		ato	a t o	V T V	a t o	A T U	1	949	thatch/roof:3739	3739
523	Rarotongan	?	thatch/roof		ato	a t o	V T V	a t o	A T U	1	949	thatch/roof:3739	3739
63743	Rennellese	?	thatch/roof		ato	a t o	V T V	a t o	A T U	1	949	thatch/roof:3739	3739
6337	Samoan	?	thatch/roof		inai	i n ai	V N V	i n a	I N A	11	950	thatch/roof:3757	3757
6338	Samoan	?	thatch/roof		ato	a t o	V T V	a t o	A T U	1	949	thatch/roof:3739	3739
54073	Sikaiana	?	thatch/roof		inaki	i n a k i	V N V K V	i n a k i	I N A K I	11	950	thatch/roof:3747	3747
54074	Sikaiana	?	thatch/roof		ato	a t o	V T V	a t o	A T U	1	949	thatch/roof:3739	3739
63030	Surigaonon	?	thatch/roof		bubong	b u b o n g	P V P V N K	b u b o n g	P Y P U N K	6	955	thatch/roof:3745	3745
63031	Surigaonon	?	thatch/roof		atop	a t o p	V T V P	a t o p	A T U P	1	949	thatch/roof:3739	3739
27801	Tagalog	?	thatch/roof		bubong	b u b o n g	P V P V N K	b u b o n g	P Y P U N K	6	955	thatch/roof:3745	3745
27802	Tagalog	?	thatch/roof		atip	a t i p	V T V P	a t i p	A T I P	1	949	thatch/roof:3739	3739
18025	TagalogAnthonydelaPaz	?	thatch/roof		bubong	b u b o n g	P V P V N K	b u b o n g	P Y P U N K	6	955	thatch/roof:3745	3745
36287	Tikopia	?	thatch/roof		rautau	r au t au	R V T V	r a t a	R A T A	23	953	thatch/roof:3738	3738
5952	Tongan	?	thatch/roof		ʔato	ʔ a t o	H V T V	7 a t o	H A T U	1	949	thatch/roof:3739	3739
61347	Tuamotu	?	thatch/roof		ato	a t o	V T V	a t o	A T U	1	949	thatch/roof:3739	3739
27431	UveaEast	?	thatch/roof		ato	a t o	V T V	a t o	A T U	1	949	thatch/roof:3739	3739
17934	WesternBukidnonManobo	?	thatch/roof		atep	a t e p	V T V P	a t e p	A T E P	1	949	thatch/roof:3739	3739
21515	Woleai	?	thatch/roof		yaso	ya s o	V S V	i s o	Y S U	1	949	thatch/roof:3740	3740
32089	Yami	?	thatch/roof		atep	a t e p	V T V P	a t e p	A T E P	1	949	thatch/roof:3739	3739
42545	Anuta	?	they		naaua	n aaua	N V	n a	N A	17	958	they:3758	3758
47479	Carolinian	?	they		ʋr	ʋ r	W R	w r	W R	22	960	they:3759	3759
47480	Carolinian	?	they		re	r e	R V	r e	R E	1	956	they:3766	3766
9867	Cebuano	?	they		sila	s i l a	S V R V	s i l a	S I L A	1	956	they:3760	3760
9629	Chuukese	?	they		ʋr	ʋ r	W R	w r	W R	22	960	they:3759	3759
9630	Chuukese	?	they		re	r e	R V	r e	R E	1	956	they:3766	3766
63299	ChuukeseAKATrukese	?	they		r	r	R	r	R	1	956	they:3759	3759
32734	EastSumbaneseKamberaSoutherndialect	?	they		nyuda	n yu d a	N V T V	n i d a	N Y T A	4	961	they:3763	3763
10300	EastSumbaneseUmbuRatuNggaidialect	?	they		yida	yi d a	V T V	i d a	Y T A	4	961	they:3763	3763
53377	FutunaEast	?	they		laua	l aua	R V	l a	L A	17	958	they:3765	3765
53378	FutunaEast	?	they		lotou	l o t ou	R V T V	l o t o	L U T U	1	956	they:3772	3772
49623	Indonesian	?	they		mereka	m e r e k a	M V R V K V	m e r e k a	M E R E K A	16	957	they:3766	3766
17174	Itbayaten	?	they		siraq	s i r a q	S V R V K	s i r a q	S I R A K	1	956	they:3760	3760
29483	Lakalai	?	they		egiteu	e g i t eu	V K V T V	e g i t e	E K I T E	8	962	they:3768	3768
44500	Luangiua	?	they		laua	l aua	R V	l a	L A	17	958	they:3765	3765
44501	Luangiua	?	they		lakou	l a k ou	R V K V	l a k o	L A K U	1	956	they:3772	3772
42058	MalayBahasaIndonesia	?	they		mereka	m e r e k a	M V R V K V	m e r e k a	M E R E K A	16	957	they:3766	3766
12456	Maori	?	they		raaua	r aaua	R V	r a	R A	17	958	they:3758	3758
12457	Maori	?	they		raatou	r aa t ou	R V T V	r a t o	R A T U	1	956	they:3772	3772
54234	Marquesan	?	they		atou	a t ou	V T V	a t o	A T U	1	956	they:3772	3772
40420	NakanaiBilekiDialect	?	they		egi|teu	e g i| t eu	V K V T V	e g i t e	E K I T E	8	962	they:3768	3768
46889	Niue	?	they		maua	m aua	M V	m a	M A	17	958	they:3765	3765
38651	RapanuiEasterIsland	?	they		raua	r aua	R V	r a	R A	17	958	they:3765	3765
24900	Rarotongan	?	they		raua	r aua	R V	r a	R A	17	958	they:3765	3765
24901	Rarotongan	?	they		ratou	r a t ou	R V T V	r a t o	R A T U	1	956	they:3772	3772
4980	Rennellese	?	they		kiŋgaua	k i ŋ g aua	K V N K V	k i N g a	K I N K A	18	959	they:3777	3777
4981	Rennellese	?	they		kiŋgatou	k i ŋ g a t ou	K V N K V T V	k i N g a t o	K I N K A T U	1	956	they:3777	3777
50961	Rurutuan	?	they		raaua	r aaua	R V	r a	R A	17	958	they:3758	3758
50962	Rurutuan	?	they		raatou	r aa t ou	R V T V	r a t o	R A T U	1	956	they:3772	3772
32830	Samoan	?	they		latou	l a t ou	R V T V	l a t o	L A T U	1	956	they:3772	3772
3464	Sikaiana	?	they		laua	l aua	R V	l a	L A	17	958	they:3765	3765
3465	Sikaiana	?	they		latou	l a t ou	R V T V	l a t o	L A T U	1	956	they:3772	3772
61948	Surigaonon	?	they		sila	s i l a	S V R V	s i l a	S I L A	1	956	they:3760	3760
32494	Tagalog	?	they		sila	s i l a	S V R V	s i l a	S I L A	1	956	they:3760	3760
45373	TagalogAnthonydelaPaz	?	they		sila	s i l a	S V R V	s i l a	S I L A	1	956	they:3760	3760
27925	TahitianModern	?	they		raaua	r aaua	R V	r a	R A	17	958	they:3758	3758
27926	TahitianModern	?	they		raatou	r aa t ou	R V T V	r a t o	R A T U	1	956	they:3772	3772
50156	Tikopia	?	they		raua	r aua	R V	r a	R A	17	958	they:3765	3765
50157	Tikopia	?	they		ratou	r a t ou	R V T V	r a t o	R A T U	1	956	they:3772	3772
9403	UveaEast	?	they		naaua	n aaua	N V	n a	N A	17	958	they:3758	3758
50421	Woleai	?	they		ira	i r a	V R V	i r a	I R A	1	956	they:3760	3760
24777	Yami	?	they		sila	s i l a	S V R V	s i l a	S I L A	1	956	they:3760	3760
14340	Anuta	?	thick		maatoru	m aa t o r u	M V T V R V	m a t o r u	M A T U R Y	3	970	thick:3778	3778
23203	BanjareseMalay	?	thick		kandal	k a n d a l	K V N T V R	k a n d a l	K A N T A L	1	963	thick:3779	3779
7555	Carolinian	?	thick		maaluyel	m aa l uye l	M V R V R	m a l u l	M A L Y L	11	965	thick:3780	3780
10204	Cebuano	?	thick		baga	b a g a	P V K V	b a g a	P A K A	27	969	thick:3779	3779
55645	Chuukese	?	thick		maanuun	m aa n uu n	M V N V N	m a n u n	M A N Y N	11	965	thick:3780	3780
23950	ChuukeseAKATrukese	?	thick		maanuun	m aa n uu n	M V N V N	m a n u n	M A N Y N	11	965	thick:3780	3780
10052	DayakNgaju	?	thick		tabal	t a b a l	T V P V R	t a b a l	T A P A L	26	968	thick:3779	3779
10053	DayakNgaju	?	thick		bakapal	b a k a p a l	P V K V P V R	b a k a p a l	P A K A P A L	1	963	thick:3779	3779
47106	EastSumbaneseKamberaSoutherndialect	?	thick		timbi	t i m b i	T V M P V	t i m b i	T I M P I	7	972	thick:3785	3785
38930	EastSumbaneseUmbuRatuNggaidialect	?	thick		tembu	t e m b u	T V M P V	t e m b u	T E M P Y	7	972	thick:3785	3785
44062	FutunaEast	?	thick		maatotolu	m aa t o t o l u	M V T V T V R V	m a t o t o l u	M A T U T U L Y	3	970	thick:3778	3778
25629	Imorod	?	thick		magsaz	m a g s a z	M V K S V S	m a g s a z	M A K S A S	23	967	thick:3779	3779
46344	Indonesian	?	thick		tebal	t e b a l	T V P V R	t e b a l	T E P A L	26	968	thick:3779	3779
60909	Iraralay	?	thick		magsaz	m a g s a z	M V K S V S	m a g s a z	M A K S A S	23	967	thick:3779	3779
43685	Isamorong	?	thick		matokpook	m a t o k p oo k	M V T V K P V K	m a t o k p o k	M A T U K P U K	22	966	thick:3778	3778
57593	Itbayat	?	thick		matokpox	m a t o k p o x	M V T V K P V K	m a t o k p o x	M A T U K P U G	22	966	thick:3778	3778
42302	Itbayaten	?	thick		matukpuǥ	m a t u k p u ǥ	M V T V K P V K	m a t u k p u x	M A T Y K P Y K	22	966	thick:3778	3778
31557	Ivasay	?	thick		matokpoh	m a t o k p o h	M V T V K P V H	m a t o k p o h	M A T U K P U H	22	966	thick:3778	3778
45322	Katingan	?	thick		bakapal	b a k a p a l	P V K V P V R	b a k a p a l	P A K A P A L	1	963	thick:3779	3779
66250	Lakalai	?	thick		bitolu	b i t o l u	P V T V R V	b i t o l u	P I T U L Y	3	970	thick:3778	3778
43604	Luangiua	?	thick		makolu	m a k o l u	M V K V R V	m a k o l u	M A K U L Y	3	970	thick:3778	3778
54277	MalayBahasaIndonesia	?	thick		tebal	t e b a l	T V P V R	t e b a l	T E P A L	26	968	thick:3779	3779
10530	Maori	?	thick		matotoru	m a t o t o r u	M V T V T V R V	m a t o t o r u	M A T U T U R Y	3	970	thick:3778	3778
26126	Marquesan	?	thick		motou	m o t ou	M V T V	m o t o	M U T U	3	970	thick:3778	3778
25632	Minangkabau	?	thick		taba	t a b a	T V P V	t a b a	T A P A	26	968	thick:3779	3779
15187	NakanaiBilekiDialect	?	thick		bitolu	b i t o l u	P V T V R V	b i t o l u	P I T U L Y	3	970	thick:3778	3778
58220	Niue	?	thick		matolu	m a t o l u	M V T V R V	m a t o l u	M A T U L Y	3	970	thick:3778	3778
55233	Ogan	?	thick		kandal	k a n d a l	K V N T V R	k a n d a l	K A N T A L	1	963	thick:3779	3779
15786	RapanuiEasterIsland	?	thick		matoru	m a t o r u	M V T V R V	m a t o r u	M A T U R Y	3	970	thick:3778	3778
13195	Rarotongan	?	thick		maatoru	m aa t o r u	M V T V R V	m a t o r u	M A T U R Y	3	970	thick:3778	3778
16543	Rennellese	?	thick		maatogu	m aa t o g u	M V T V K V	m a t o g u	M A T U K Y	3	970	thick:3778	3778
14764	Rurutuan	?	thick		tuetue	t ue t ue	T V T V	t u t u	T Y T Y	10	964	thick:3808	3808
58645	Samoan	?	thick		matolutolu	m a t o l u t o l u	M V T V R V T V R V	m a t o l u t o l u	M A T U L Y T U L Y	3	970	thick:3778	3778
25312	Sikaiana	?	thick		maatoru	m aa t o r u	M V T V R V	m a t o r u	M A T U R Y	3	970	thick:3778	3778
24021	Surigaonon	?	thick		baga	b a g a	P V K V	b a g a	P A K A	27	969	thick:3779	3779
18679	Tagalog	?	thick		makapal	m a k a p a l	M V K V P V R	m a k a p a l	M A K A P A L	1	963	thick:3779	3779
47466	TagalogAnthonydelaPaz	?	thick		makapal	m a k a p a l	M V K V P V R	m a k a p a l	M A K A P A L	1	963	thick:3779	3779
27626	TahitianModern	?	thick		meumeu	m eu m eu	M V M V	m e m e	M E M E	39	971	thick:3814	3814
53517	Tikopia	?	thick		maatoru	m aa t o r u	M V T V R V	m a t o r u	M A T U R Y	3	970	thick:3778	3778
32967	Tongan	?	thick		matolu	m a t o l u	M V T V R V	m a t o l u	M A T U L Y	3	970	thick:3778	3778
47528	Tuamotu	?	thick		tuʔatuʔa	t u ʔ a t u ʔ a	T V H V T V H V	t u 7 a t u 7 a	T Y H A T Y H A	10	964	thick:3808	3808
32204	UveaEast	?	thick		maatolu	m aa t o l u	M V T V R V	m a t o l u	M A T U L Y	3	970	thick:3778	3778
14516	WesternBukidnonManobo	?	thick		kepal	k e p a l	K V P V R	k e p a l	K E P A L	1	963	thick:3779	3779
39754	Woleai	?	thick		maaliualɪʊ	m aa l iua l ɪʊ	M V R V R V	m a l i l i	M A L I L I	11	965	thick:3780	3780
1375	Yami	?	thick		magsaz	m a g s a z	M V K S V S	m a g s a z	M A K S A S	23	967	thick:3779	3779
50501	Anuta	?	thin		manipi/nipi	m a n i p i n i p i	M V N V P V N V P V	m a n i p i n i p i	M A N I P I N I P I	1	973	thin:3815	3815
57015	BanjareseMalay	?	thin		tipis	t i p i s	T V P V S	t i p i s	T I P I S	1	973	thin:3815	3815
28548	Carolinian	?	thin		maling	m a l i n g	M V R V N K	m a l i n g	M A L I N K	1	973	thin:3815	3815
33733	Cebuano	?	thin		nipis	n i p i s	N V P V S	n i p i s	N I P I S	1	973	thin:3815	3815
9686	DayakNgaju	?	thin		banipis	b a n i p i s	P V N V P V S	b a n i p i s	P A N I P I S	1	973	thin:3815	3815
26048	EastSumbaneseKamberaSoutherndialect	?	thin		manipa	m a n i p a	M V N V P V	m a n i p a	M A N I P A	1	973	thin:3815	3815
62630	EastSumbaneseUmbuRatuNggaidialect	?	thin		manipu	m a n i p u	M V N V P V	m a n i p u	M A N I P Y	1	973	thin:3815	3815
67417	FutunaEast	?	thin		manifi	m a n i f i	M V N V P V	m a n i f i	M A N I B I	1	973	thin:3815	3815
53598	Imorod	?	thin		mataripis	m a t a r i p i s	M V T V R V P V S	m a t a r i p i s	M A T A R I P I S	11	974	thin:3815	3815
22786	Indonesian	?	thin		tipis	t i p i s	T V P V S	t i p i s	T I P I S	1	973	thin:3815	3815
28481	Iraralay	?	thin		mataripis	m a t a r i p i s	M V T V R V P V S	m a t a r i p i s	M A T A R I P I S	11	974	thin:3815	3815
7545	Isamorong	?	thin		mataripis	m a t a r i p i s	M V T V R V P V S	m a t a r i p i s	M A T A R I P I S	11	974	thin:3815	3815
23888	Itbayat	?	thin		mataripis	m a t a r i p i s	M V T V R V P V S	m a t a r i p i s	M A T A R I P I S	11	974	thin:3815	3815
65702	Itbayaten	?	thin		mataripis	m a t a r i p i s	M V T V R V P V S	m a t a r i p i s	M A T A R I P I S	11	974	thin:3815	3815
33556	Ivasay	?	thin		mataripis	m a t a r i p i s	M V T V R V P V S	m a t a r i p i s	M A T A R I P I S	11	974	thin:3815	3815
24199	Katingan	?	thin		bampis	b a m p i s	P V M P V S	b a m p i s	P A M P I S	1	973	thin:3815	3815
753	Lakalai	?	thin		tavi	t a v i	T V W V	t a v i	T A B I	8	979	thin:3831	3831
22470	Luangiua	?	thin		maŋihi	m a ŋ i h i	M V N V H V	m a N i h i	M A N I H I	1	973	thin:3815	3815
18213	MalayBahasaIndonesia	?	thin		tipis	t i p i s	T V P V S	t i p i s	T I P I S	1	973	thin:3815	3815
62697	Maori	?	thin		rahirahi	r a h i r a h i	R V H V R V H V	r a h i r a h i	R A H I R A H I	5	977	thin:3831	3831
46512	Marquesan	?	thin		akiaki	a k ia k i	V K V K V	a k i k i	A K I K I	5	977	thin:3835	3835
2149	Minangkabau	?	thin		tipih	t i p i h	T V P V H	t i p i h	T I P I H	1	973	thin:3815	3815
48911	NakanaiBilekiDialect	?	thin		taitavi	t ai t a v i	T V T V W V	t a t a v i	T A T A B I	8	979	thin:3831	3831
61320	Ogan	?	thin		nipis	n i p i s	N V P V S	n i p i s	N I P I S	1	973	thin:3815	3815
36871	RapanuiEasterIsland	?	thin		rai	r ai	R V	r a	R A	5	977	thin:3839	3839
47096	Rarotongan	?	thin		rairai	r ai r ai	R V R V	r a r a	R A R A	5	977	thin:3839	3839
47097	Rarotongan	?	thin		angiangi	a n g ia n g i	V N K V N K V	a n g i n g i	A N K I N K I	18	975	thin:3835	3835
26323	Rennellese	?	thin		maanihi	m aa n i h i	M V N V H V	m a n i h i	M A N I H I	1	973	thin:3815	3815
35906	Rurutuan	?	thin		rairai	r ai r ai	R V R V	r a r a	R A R A	5	977	thin:3839	3839
14573	Samoan	?	thin		manifi	m a n i f i	M V N V P V	m a n i f i	M A N I B I	1	973	thin:3815	3815
32300	Surigaonon	?	thin		nipis	n i p i s	N V P V S	n i p i s	N I P I S	1	973	thin:3815	3815
32301	Surigaonon	?	thin		niwang	n i w a n g	N V W V N K	n i w a n g	N I W A N K	19	976	thin:3856	3856
50033	Tagalog	?	thin		manipis	m a n i p i s	M V N V P V S	m a n i p i s	M A N I P I S	1	973	thin:3815	3815
15500	TagalogAnthonydelaPaz	?	thin		manipis	m a n i p i s	M V N V P V S	m a n i p i s	M A N I P I S	1	973	thin:3815	3815
63673	TahitianModern	?	thin		rairai	r ai r ai	R V R V	r a r a	R A R A	5	977	thin:3839	3839
9548	Tikopia	?	thin		nifi/nifi	n i f i n i f i	N V P V N V P V	n i f i n i f i	N I B I N I B I	1	973	thin:3815	3815
64246	Tongan	?	thin		manifi	m a n i f i	M V N V P V	m a n i f i	M A N I B I	1	973	thin:3815	3815
13638	Tuamotu	?	thin		rahi	r a h i	R V H V	r a h i	R A H I	5	977	thin:3831	3831
11083	UveaEast	?	thin		manifi	m a n i f i	M V N V P V	m a n i f i	M A N I B I	1	973	thin:3815	3815
11084	UveaEast	?	thin		pakau/pakau	p a k au p a k au	P V K V P V K V	p a k a p a k a	P A K A P A K A	6	978	thin:3835	3835
35665	WesternBukidnonManobo	?	thin		nipis	n i p i s	N V P V S	n i p i s	N I P I S	1	973	thin:3815	3815
31551	Woleai	?	thin		malifɪ	m a l i f ɪ	M V R V P V	m a l i f i	M A L I B I	1	973	thin:3815	3815
32820	Yami	?	thin		mataripis	m a t a r i p i s	M V T V R V P V S	m a t a r i p i s	M A T A R I P I S	11	974	thin:3815	3815
11902	Anuta	?	this		ieni	ie n i	V N V	i n i	I N I	1	980	this:3857	3857
14659	BanjareseMalay	?	this		ini	i n i	V N V	i n i	I N I	1	980	this:3857	3857
58173	Carolinian	?	this		ye	ye	V	i	Y	8	983	this:3859	3859
53071	Cebuano	?	this		kini	k i n i	K V N V	k i n i	K I N I	1	980	this:3857	3857
23384	Chuukese	?	this		eey	eey	V	e	E	8	983	this:3861	3861
11115	ChuukeseAKATrukese	?	this		een	ee n	V N	e n	E N	8	983	this:3857	3857
6162	DayakNgaju	?	this		tuh	t u h	T V H	t u h	T Y H	10	981	this:3863	3863
15842	EastSumbaneseUmbuRatuNggaidialect	?	this		oni	o n i	V N V	o n i	U N I	1	980	this:3857	3857
13979	FutunaEast	?	this		leinei	l ei n ei	R V N V	l e n e	L E N E	1	980	this:3857	3857
61591	Indonesian	?	this		ini	i n i	V N V	i n i	I N I	1	980	this:3857	3857
13690	Katingan	?	this		jituh	j i t u h	J V T V H	y i t u h	J I T Y H	10	981	this:3863	3863
55369	Lakalai	?	this		ale	a l e	V R V	a l e	A L E	9	984	this:3868	3868
43052	MalayBahasaIndonesia	?	this		ini	i n i	V N V	i n i	I N I	1	980	this:3857	3857
3788	Maori	?	this		teenei	t ee n ei	T V N V	t e n e	T E N E	7	982	this:3857	3857
37195	Marquesan	?	this		tenei	t e n ei	T V N V	t e n e	T E N E	7	982	this:3857	3857
46063	NakanaiBilekiDialect	?	this		ale	a l e	V R V	a l e	A L E	9	984	this:3868	3868
5982	Ogan	?	this		ini	i n i	V N V	i n i	I N I	1	980	this:3857	3857
51070	Penrhyn	?	this		teeia	t eeia	T V	t e	T E	7	982	this:3874	3874
14770	RapanuiEasterIsland	?	this		nei	n ei	N V	n e	N E	1	980	this:3857	3857
54423	Rarotongan	?	this		teeia	t eeia	T V	t e	T E	7	982	this:3874	3874
55315	Rurutuan	?	this		teie	t eie	T V	t e	T E	7	982	this:3874	3874
8656	Samoan	?	this		lenei	l e n ei	R V N V	l e n e	L E N E	1	980	this:3857	3857
34807	Surigaonon	?	this		ini	i n i	V N V	i n i	I N I	1	980	this:3857	3857
16410	Tagalog	?	this		ito	i t o	V T V	i t o	I T U	10	981	this:3874	3874
15207	TagalogAnthonydelaPaz	?	this		ito	i t o	V T V	i t o	I T U	10	981	this:3874	3874
49470	TahitianModern	?	this		teie	t eie	T V	t e	T E	7	982	this:3874	3874
26976	Tikopia	?	this		nei	n ei	N V	n e	N E	1	980	this:3857	3857
49816	Tuamotu	?	this		te/ia	t e ia	T V V	t e i	T E I	7	982	this:3863	3863
47231	UveaEast	?	this		eni	e n i	V N V	e n i	E N I	1	980	this:3857	3857
16035	WesternBukidnonManobo	?	this		heqini	h e q i n i	H V K V N V	h e q i n i	H E K I N I	1	980	this:3857	3857
402	Woleai	?	this		ye	ye	V	i	Y	8	983	this:3859	3859
17411	Anuta	?	thou		koe	k oe	K V	k o	K U	1	985	thou:3875	3875
17412	Anuta	?	thou		ke	k e	K V	k e	K E	5	988	thou:3875	3875
45758	Carolinian	?	thou		u	u	V	u	Y	1	985	thou:3876	3876
45759	Carolinian	?	thou		eel	ee l	V R	e l	E L	6	989	thou:3912	3912
26317	Cebuano	?	thou		ikaw	i k a w	V K V W	i k a w	I K A W	1	985	thou:3877	3877
20437	Chuukese	?	thou		ke	k e	K V	k e	K E	1	985	thou:3875	3875
20438	Chuukese	?	thou		een	ee n	V N	e n	E N	6	989	thou:3912	3912
6449	ChuukeseAKATrukese	?	thou		ko	k o	K V	k o	K U	1	985	thou:3875	3875
6450	ChuukeseAKATrukese	?	thou		een	ee n	V N	e n	E N	6	989	thou:3912	3912
36001	DayakNgaju	?	thou		ikau	i k au	V K V	i k a	I K A	1	985	thou:3875	3875
66659	EastSumbaneseKamberaSoutherndialect	?	thou		nyumu	n yu m u	N V M V	n i m u	N Y M Y	2	987	thou:3876	3876
59086	EastSumbaneseUmbuRatuNggaidialect	?	thou		yumu	yu m u	V M V	i m u	Y M Y	2	987	thou:3876	3876
36254	FutunaEast	?	thou		koe	k oe	K V	k o	K U	1	985	thou:3875	3875
36255	FutunaEast	?	thou		kee	k ee	K V	k e	K E	5	988	thou:3875	3875
8533	Itbayaten	?	thou		qimuq	q i m u q	K V M V K	q i m u q	K I M Y K	1	985	thou:3876	3876
1645	Katingan	?	thou		ikau	i k au	V K V	i k a	I K A	1	985	thou:3875	3875
44987	Lakalai	?	thou		eme	e m e	V M V	e m e	E M E	8	990	thou:3886	3886
25259	Luangiua	?	thou		oe	oe	V	o	U	1	985	thou:3875	3875
56558	MalayBahasaIndonesia	?	thou		eŋkau	e ŋ k au	V N K V	e N k a	E N K A	1	985	thou:3875	3875
56559	MalayBahasaIndonesia	?	thou		kamu	k a m u	K V M V	k a m u	K A M Y	10	986	thou:3876	3876
24795	Maori	?	thou		koe	k oe	K V	k o	K U	1	985	thou:3875	3875
46357	Marquesan	?	thou		oe	oe	V	o	U	1	985	thou:3875	3875
34073	Minangkabau	?	thou		kau	k au	K V	k a	K A	1	985	thou:3875	3875
32483	NakanaiBilekiDialect	?	thou		e|me	e| m e	V M V	e m e	E M E	8	990	thou:3886	3886
33868	Niue	?	thou		koe	k oe	K V	k o	K U	1	985	thou:3875	3875
40524	Penrhyn	?	thou		koe	k oe	K V	k o	K U	1	985	thou:3875	3875
46139	RapanuiEasterIsland	?	thou		kou	k ou	K V	k o	K U	1	985	thou:3875	3875
