ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	INFOMAPID
8464	Cebuano	?	rope		pisi	p i s i	P V S V	p i s i	P I S I	22	782	rope:819	819
362	Chuukese	?	rope		saan	s aa n	S V N	s a n	S A N	1	778	rope:823	823
32175	ChuukeseAKATrukese	?	rope		seni	s e n i	S V N V	s e n i	S E N I	1	778	rope:823	823
43309	DayakNgaju	?	rope		tali	t a l i	T V R V	t a l i	T A L I	1	778	rope:816	816
48697	EastSumbaneseKamberaSoutherndialect	?	rope		liaku	l ia k u	R V K V	l i k u	L I K Y	5	784	rope:822	822
57332	EastSumbaneseUmbuRatuNggaidialect	?	rope		leku	l e k u	R V K V	l e k u	L E K Y	5	784	rope:822	822
32549	FutunaEast	?	rope		taula	t au l a	T V R V	t a l a	T A L A	9	785	rope:816	816
32550	FutunaEast	?	rope		maea	m aea	M V	m a	M A	10	779	rope:818	818
21373	Imorod	?	rope		ovid	o v i d	V W V T	o v i d	U B I T	23	783	rope:817	817
9031	Indonesian	?	rope		tali	t a l i	T V R V	t a l i	T A L I	1	778	rope:816	816
4804	Iraralay	?	rope		ovid	o v i d	V W V T	o v i d	U B I T	23	783	rope:817	817
25942	Isamorong	?	rope		hovid	h o v i d	H V W V T	h o v i d	H U B I T	23	783	rope:817	817
59206	Itbayat	?	rope		xovid	x o v i d	K V W V T	x o v i d	G U B I T	23	783	rope:817	817
62524	Itbayaten	?	rope		pnuspus	p n u s p u s	P N V S P V S	p n u s p u s	P N Y S P Y S	22	782	rope:824	824
43671	Ivasay	?	rope		hovid	h o v i d	H V W V T	h o v i d	H U B I T	23	783	rope:817	817
7842	Katingan	?	rope		taliʔ	t a l i ʔ	T V R V H	t a l i 7	T A L I H	1	778	rope:816	816
967	Lakalai	?	rope		mota	m o t a	M V T V	m o t a	M U T A	13	780	rope:821	821
62077	Luangiua	?	rope		maea	m aea	M V	m a	M A	10	779	rope:818	818
14364	MalayBahasaIndonesia	?	rope		tali	t a l i	T V R V	t a l i	T A L I	1	778	rope:816	816
25763	Maori	?	rope		taura	t au r a	T V R V	t a r a	T A R A	9	785	rope:816	816
6077	Marquesan	?	rope		toua	t oua	T V	t o	T U	9	785	rope:820	820
47708	Minangkabau	?	rope		tali	t a l i	T V R V	t a l i	T A L I	1	778	rope:816	816
14372	NakanaiBilekiDialect	?	rope		mota	m o t a	M V T V	m o t a	M U T A	13	780	rope:821	821
65689	Niue	?	rope		toua	t oua	T V	t o	T U	9	785	rope:820	820
41372	Ogan	?	rope		tali	t a l i	T V R V	t a l i	T A L I	1	778	rope:816	816
60450	Penrhyn	?	rope		taura	t au r a	T V R V	t a r a	T A R A	9	785	rope:816	816
14967	RapanuiEasterIsland	?	rope		taura	t au r a	T V R V	t a r a	T A R A	9	785	rope:816	816
31019	Rarotongan	?	rope		taura	t au r a	T V R V	t a r a	T A R A	9	785	rope:816	816
14913	Rennellese	?	rope		tauga	t au g a	T V K V	t a g a	T A K A	9	785	rope:816	816
43244	Rurutuan	?	rope		taura	t au r a	T V R V	t a r a	T A R A	9	785	rope:816	816
21952	Samoan	?	rope		maea	m aea	M V	m a	M A	10	779	rope:818	818
33356	Sikaiana	?	rope		maea	m aea	M V	m a	M A	10	779	rope:818	818
6274	Surigaonon	?	rope		pisi	p i s i	P V S V	p i s i	P I S I	22	782	rope:819	819
7378	Tagalog	?	rope		lubid	l u b i d	R V P V T	l u b i d	L Y P I T	21	781	rope:817	817
7379	Tagalog	?	rope		taliq	t a l i q	T V R V K	t a l i q	T A L I K	1	778	rope:816	816
36163	TagalogAnthonydelaPaz	?	rope		lubid	l u b i d	R V P V T	l u b i d	L Y P I T	21	781	rope:817	817
66672	TahitianModern	?	rope		taura	t au r a	T V R V	t a r a	T A R A	9	785	rope:816	816
7154	Tikopia	?	rope		maea	m aea	M V	m a	M A	10	779	rope:818	818
66696	Tongan	?	rope		maea	m aea	M V	m a	M A	10	779	rope:818	818
36235	Tuamotu	?	rope		taura	t au r a	T V R V	t a r a	T A R A	9	785	rope:816	816
33008	UveaEast	?	rope		taula	t au l a	T V R V	t a l a	T A L A	9	785	rope:816	816
33009	UveaEast	?	rope		maea	m aea	M V	m a	M A	10	779	rope:818	818
3245	WesternBukidnonManobo	?	rope		pisiq	p i s i q	P V S V K	p i s i q	P I S I K	22	782	rope:819	819
3246	WesternBukidnonManobo	?	rope		tali	t a l i	T V R V	t a l i	T A L I	1	778	rope:816	816
57317	Woleai	?	rope		talɪ	t a l ɪ	T V R V	t a l i	T A L I	1	778	rope:816	816
38911	Yami	?	rope		ovid	o v i d	V W V T	o v i d	U B I T	23	783	rope:817	817
38373	Anuta	?	rotten		para	p a r a	P V R V	p a r a	P A R A	13	787	rotten:825	825
38374	Anuta	?	rotten		popo	p o p o	P V P V	p o p o	P U P U	14	788	rotten:826	826
53363	BanjareseMalay	?	rotten		buruk	b u r u k	P V R V K	b u r u k	P Y R Y K	1	786	rotten:827	827
14526	Carolinian	?	rotten		masch	m a s c h	M V S K H	m a s T h	M A S C H	17	791	rotten:830	830
14527	Carolinian	?	rotten		bwa	b w a	P W V	b w a	P W A	18	792	rotten:825	825
2369	Cebuano	?	rotten		lata	l a t a	R V T V	l a t a	L A T A	26	795	rotten:831	831
42480	Chuukese	?	rotten		pwa	p w a	P W V	p w a	P W A	18	792	rotten:825	825
52	ChuukeseAKATrukese	?	rotten		mammach	m a mm a c h	M V M V K H	m a m a T h	M A M A C H	17	791	rotten:830	830
53	ChuukeseAKATrukese	?	rotten		pwa	p w a	P W V	p w a	P W A	18	792	rotten:825	825
19970	DayakNgaju	?	rotten		maram	m a r a m	M V R V M	m a r a m	M A R A M	25	794	rotten:828	828
13842	EastSumbaneseKamberaSoutherndialect	?	rotten		mohung	m o h u n g	M V H V N K	m o h u n g	M U H Y N K	4	797	rotten:827	827
11502	EastSumbaneseUmbuRatuNggaidialect	?	rotten		muhung	m u h u n g	M V H V N K	m u h u n g	M Y H Y N K	4	797	rotten:827	827
26562	FutunaEast	?	rotten		pala	p a l a	P V R V	p a l a	P A L A	13	787	rotten:825	825
26563	FutunaEast	?	rotten		popo	p o p o	P V P V	p o p o	P U P U	14	788	rotten:826	826
49071	Imorod	?	rotten		marokop	m a r o k o p	M V R V K V P	m a r o k o p	M A R U K U P	28	796	rotten:828	828
63658	Indonesian	?	rotten		busuk	b u s u k	P V S V K	b u s u k	P Y S Y K	56	800	rotten:827	827
27739	Iraralay	?	rotten		marokop	m a r o k o p	M V R V K V P	m a r o k o p	M A R U K U P	28	796	rotten:828	828
61029	Isamorong	?	rotten		nahta	n a h t a	N V H T V	n a h t a	N A H T A	40	798	rotten:829	829
61030	Isamorong	?	rotten		marokop	m a r o k o p	M V R V K V P	m a r o k o p	M A R U K U P	28	796	rotten:828	828
24422	Itbayat	?	rotten		marokop	m a r o k o p	M V R V K V P	m a r o k o p	M A R U K U P	28	796	rotten:828	828
8036	Itbayaten	?	rotten		magtaq	m a g t a q	M V K T V K	m a g t a q	M A K T A K	40	798	rotten:829	829
49812	Ivasay	?	rotten		marokop	m a r o k o p	M V R V K V P	m a r o k o p	M A R U K U P	28	796	rotten:828	828
62675	Katingan	?	rotten		maram	m a r a m	M V R V M	m a r a m	M A R A M	25	794	rotten:828	828
10505	Lakalai	?	rotten		parara	p a r a r a	P V R V R V	p a r a r a	P A R A R A	13	787	rotten:825	825
10506	Lakalai	?	rotten		pusa	p u s a	P V S V	p u s a	P Y S A	9	801	rotten:827	827
10507	Lakalai	?	rotten		mavulu	m a v u l u	M V W V R V	m a v u l u	M A B Y L Y	1	786	rotten:832	832
60949	Luangiua	?	rotten		pala	p a l a	P V R V	p a l a	P A L A	13	787	rotten:825	825
60950	Luangiua	?	rotten		popo	p o p o	P V P V	p o p o	P U P U	14	788	rotten:826	826
30425	MalayBahasaIndonesia	?	rotten		busuk	b u s u k	P V S V K	b u s u k	P Y S Y K	56	800	rotten:827	827
25997	Maori	?	rotten		pirau	p i r au	P V R V	p i r a	P I R A	15	789	rotten:825	825
28750	Marquesan	?	rotten		paa	p aa	P V	p a	P A	13	787	rotten:825	825
28751	Marquesan	?	rotten		pee	p ee	P V	p e	P E	16	790	rotten:825	825
43096	Minangkabau	?	rotten		busuaʔ	b u s ua ʔ	P V S V H	b u s u 7	P Y S Y H	56	800	rotten:827	827
39218	NakanaiBilekiDialect	?	rotten		mavuluti	m a v u l u t i	M V W V R V T V	m a v u l u t i	M A B Y L Y T I	1	786	rotten:832	832
34382	Niue	?	rotten		pala/popo	p a l a p o p o	P V R V P V P V	p a l a p o p o	P A L A P U P U	13	787	rotten:826	826
34383	Niue	?	rotten		popo	p o p o	P V P V	p o p o	P U P U	14	788	rotten:826	826
2967	Ogan	?	rotten		busuk	b u s u k	P V S V K	b u s u k	P Y S Y K	56	800	rotten:827	827
59398	Penrhyn	?	rotten		para	p a r a	P V R V	p a r a	P A R A	13	787	rotten:825	825
59399	Penrhyn	?	rotten		popo	p o p o	P V P V	p o p o	P U P U	14	788	rotten:826	826
39787	RapanuiEasterIsland	?	rotten		para	p a r a	P V R V	p a r a	P A R A	13	787	rotten:825	825
39788	RapanuiEasterIsland	?	rotten		popo/popo	p o p o p o p o	P V P V P V P V	p o p o p o p o	P U P U P U P U	14	788	rotten:826	826
6205	Rarotongan	?	rotten		para	p a r a	P V R V	p a r a	P A R A	13	787	rotten:825	825
6206	Rarotongan	?	rotten		popo	p o p o	P V P V	p o p o	P U P U	14	788	rotten:826	826
60089	Rennellese	?	rotten		paga	p a g a	P V K V	p a g a	P A K A	13	787	rotten:825	825
60090	Rennellese	?	rotten		popo	p o p o	P V P V	p o p o	P U P U	14	788	rotten:826	826
64838	Rurutuan	?	rotten		para	p a r a	P V R V	p a r a	P A R A	13	787	rotten:825	825
50227	Samoan	?	rotten		pala	p a l a	P V R V	p a l a	P A L A	13	787	rotten:825	825
41235	Sikaiana	?	rotten		pala	p a l a	P V R V	p a l a	P A L A	13	787	rotten:825	825
41236	Sikaiana	?	rotten		popo	p o p o	P V P V	p o p o	P U P U	14	788	rotten:826	826
48042	Surigaonon	?	rotten		gabuk	g a b u k	K V P V K	g a b u k	K A P Y K	20	793	rotten:833	833
62216	Tagalog	?	rotten		mabahoq	m a b a h o q	M V P V H V K	m a b a h o q	M A P A H U K	1	786	rotten:834	834
57263	TagalogAnthonydelaPaz	?	rotten		bulok	b u l o k	P V R V K	b u l o k	P Y L U K	1	786	rotten:833	833
60798	TahitianModern	?	rotten		oopee	oo p ee	V P V	o p e	U P E	16	790	rotten:826	826
36159	Tikopia	?	rotten		para	p a r a	P V R V	p a r a	P A R A	13	787	rotten:825	825
67165	Tongan	?	rotten		pala	p a l a	P V R V	p a l a	P A L A	13	787	rotten:825	825
11760	Tuamotu	?	rotten		para	p a r a	P V R V	p a r a	P A R A	13	787	rotten:825	825
11761	Tuamotu	?	rotten		popo	p o p o	P V P V	p o p o	P U P U	14	788	rotten:826	826
8241	UveaEast	?	rotten		pala	p a l a	P V R V	p a l a	P A L A	13	787	rotten:825	825
8242	UveaEast	?	rotten		popo	p o p o	P V P V	p o p o	P U P U	14	788	rotten:826	826
21602	WesternBukidnonManobo	?	rotten		redak	r e d a k	R V T V K	r e d a k	R E T A K	43	799	rotten:831	831
2445	Woleai	?	rotten		masha	m a s h a	M V S H V	m a s h a	M A S H A	17	791	rotten:830	830
2446	Woleai	?	rotten		baa	b aa	P V	b a	P A	18	792	rotten:825	825
61814	Yami	?	rotten		mehta	m e h t a	M V H T V	m e h t a	M E H T A	40	798	rotten:829	829
411	BanjareseMalay	?	salt		uyah	uya h	V H	u h	Y H	15	802	salt:839	839
63895	Cebuano	?	salt		asin	a s i n	V S V N	a s i n	A S I N	3	807	salt:835	835
53760	DayakNgaju	?	salt		uyah	uya h	V H	u h	Y H	15	802	salt:839	839
6915	EastSumbaneseKamberaSoutherndialect	?	salt		mahi	m a h i	M V H V	m a h i	M A H I	3	807	salt:842	842
27648	FutunaEast	?	salt		paatai	p aa t ai	P V T V	p a t a	P A T A	20	806	salt:837	837
41050	Imorod	?	salt		asin	a s i n	V S V N	a s i n	A S I N	3	807	salt:835	835
6799	Indonesian	?	salt		garam	g a r a m	K V R V M	g a r a m	K A R A M	18	804	salt:838	838
45100	Iraralay	?	salt		asin	a s i n	V S V N	a s i n	A S I N	3	807	salt:835	835
45101	Iraralay	?	salt		hana	h a n a	H V N V	h a n a	H A N A	16	803	salt:840	840
4046	Isamorong	?	salt		asin	a s i n	V S V N	a s i n	A S I N	3	807	salt:835	835
63932	Itbayat	?	salt		asin	a s i n	V S V N	a s i n	A S I N	3	807	salt:835	835
9511	Itbayaten	?	salt		qasin	q a s i n	K V S V N	q a s i n	K A S I N	3	807	salt:835	835
60907	Ivasay	?	salt		asin	a s i n	V S V N	a s i n	A S I N	3	807	salt:835	835
20972	Katingan	?	salt		uyah	uya h	V H	u h	Y H	15	802	salt:839	839
2556	Lakalai	?	salt		mimila	m i m i l a	M V M V R V	m i m i l a	M I M I L A	9	809	salt:841	841
16839	MalayBahasaIndonesia	?	salt		garam	g a r a m	K V R V M	g a r a m	K A R A M	18	804	salt:838	838
40639	Maori	?	salt		tote	t o t e	T V T V	t o t e	T U T E	20	806	salt:844	844
35179	Marquesan	?	salt		paatai	p aa t ai	P V T V	p a t a	P A T A	20	806	salt:837	837
32761	Minangkabau	?	salt		garam	g a r a m	K V R V M	g a r a m	K A R A M	18	804	salt:838	838
12964	NakanaiBilekiDialect	?	salt		mimila	m i m i l a	M V M V R V	m i m i l a	M I M I L A	9	809	salt:841	841
32618	Ogan	?	salt		gaxam	g a x a m	K V K V M	g a x a m	K A G A M	18	804	salt:838	838
43189	RapanuiEasterIsland	?	salt		miti	m i t i	M V T V	m i t i	M I T I	7	808	salt:836	836
6408	Rarotongan	?	salt		miti	m i t i	M V T V	m i t i	M I T I	7	808	salt:836	836
54272	Rennellese	?	salt		tai	t ai	T V	t a	T A	20	806	salt:837	837
61680	Rurutuan	?	salt		miti	m i t i	M V T V	m i t i	M I T I	7	808	salt:836	836
14312	Samoan	?	salt		masima	m a s i m a	M V S V M V	m a s i m a	M A S I M A	3	807	salt:842	842
37548	Surigaonon	?	salt		asin	a s i n	V S V N	a s i n	A S I N	3	807	salt:835	835
51877	Tagalog	?	salt		asin	a s i n	V S V N	a s i n	A S I N	3	807	salt:835	835
62669	TagalogAnthonydelaPaz	?	salt		asin	a s i n	V S V N	a s i n	A S I N	3	807	salt:835	835
30320	TahitianModern	?	salt		miti	m i t i	M V T V	m i t i	M I T I	7	808	salt:836	836
27101	Tongan	?	salt		masima	m a s i m a	M V S V M V	m a s i m a	M A S I M A	3	807	salt:842	842
67145	Tuamotu	?	salt		miti	m i t i	M V T V	m i t i	M I T I	7	808	salt:836	836
9966	UveaEast	?	salt		tai	t ai	T V	t a	T A	20	806	salt:837	837
8211	WesternBukidnonManobo	?	salt		timus	t i m u s	T V M V S	t i m u s	T I M Y S	2	805	salt:843	843
21021	Woleai	?	salt		gasiigaa	g a s ii g aa	K V S V K V	g a s i g a	K A S I K A	20	806	salt:835	835
5408	Yami	?	salt		asin	a s i n	V S V N	a s i n	A S I N	3	807	salt:835	835
5409	Yami	?	salt		ɣana	ɣ a n a	K V N V	x a n a	G A N A	16	803	salt:840	840
38634	Anuta	?	sand		kere	k e r e	K V R V	k e r e	K E R E	30	818	sand:850	850
54319	Carolinian	?	sand		ppi	pp i	P V	p i	P I	12	811	sand:847	847
46500	Cebuano	?	sand		balas	b a l a s	P V R V S	b a l a s	P A L A S	19	814	sand:849	849
43801	Chuukese	?	sand		ppi	pp i	P V	p i	P I	12	811	sand:847	847
21347	ChuukeseAKATrukese	?	sand		pii	p ii	P V	p i	P I	12	811	sand:847	847
27909	DayakNgaju	?	sand		baras	b a r a s	P V R V S	b a r a s	P A R A S	19	814	sand:849	849
27910	DayakNgaju	?	sand		pasir	p a s i r	P V S V R	p a s i r	P A S I R	18	813	sand:846	846
32556	EastSumbaneseUmbuRatuNggaidialect	?	sand		kora	k o r a	K V R V	k o r a	K U R A	6	820	sand:852	852
63161	FutunaEast	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
23405	Imorod	?	sand		anay	a n ay	V N V	a n a	A N A	1	810	sand:845	845
62955	Indonesian	?	sand		pasir	p a s i r	P V S V R	p a s i r	P A S I R	18	813	sand:846	846
57935	Iraralay	?	sand		anay	a n ay	V N V	a n a	A N A	1	810	sand:845	845
44337	Isamorong	?	sand		anay	a n ay	V N V	a n a	A N A	1	810	sand:845	845
22906	Itbayat	?	sand		anay	a n ay	V N V	a n a	A N A	1	810	sand:845	845
1990	Itbayaten	?	sand		qaqnay	q a q n ay	K V K N V	q a q n a	K A K N A	1	810	sand:845	845
31721	Ivasay	?	sand		anay	a n ay	V N V	a n a	A N A	1	810	sand:845	845
57519	Katingan	?	sand		baras	b a r a s	P V R V S	b a r a s	P A R A S	19	814	sand:849	849
4534	Lakalai	?	sand		magasalamago	m a g a s a l a m a g o	M V K V S V R V M V K V	m a g a s a l a m a g o	M A K A S A L A M A K U	14	812	sand:851	851
51662	Luangiua	?	sand		ele	e l e	V R V	e l e	E L E	30	818	sand:850	850
54944	MalayBahasaIndonesia	?	sand		pasir	p a s i r	P V S V R	p a s i r	P A S I R	18	813	sand:846	846
10864	Maori	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
18563	Marquesan	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
23586	Minangkabau	?	sand		kasiaʔ	k a s ia ʔ	K V S V H	k a s i 7	K A S I H	24	816	sand:846	846
34127	NakanaiBilekiDialect	?	sand		magasa	m a g a s a	M V K V S V	m a g a s a	M A K A S A	14	812	sand:851	851
34941	Niue	?	sand		/one/one	o n e o n e	V N V V N V	o n e o n e	U N E U N E	1	810	sand:845	845
59979	Ogan	?	sand		buŋin	b u ŋ i n	P V N V N	b u N i n	P Y N I N	25	817	sand:848	848
27590	Penrhyn	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
38319	RapanuiEasterIsland	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
31078	Rarotongan	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
30148	Rennellese	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
38228	Rurutuan	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
40745	Samoan	?	sand		oneone	o n eo n e	V N V N V	o n e n e	U N E N E	1	810	sand:845	845
5573	Sikaiana	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
61364	Surigaonon	?	sand		buhangin	b u h a n g i n	P V H V N K V N	b u h a n g i n	P Y H A N K I N	34	819	sand:848	848
14906	Tagalog	?	sand		buhangin	b u h a n g i n	P V H V N K V N	b u h a n g i n	P Y H A N K I N	34	819	sand:848	848
14907	Tagalog	?	sand		pasig	p a s i g	P V S V K	p a s i g	P A S I K	18	813	sand:846	846
34187	TagalogAnthonydelaPaz	?	sand		buhangin	b u h a n g i n	P V H V N K V N	b u h a n g i n	P Y H A N K I N	34	819	sand:848	848
25378	TahitianModern	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
20696	Tikopia	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
64664	Tongan	?	sand		ʔoneʔone	ʔ o n e ʔ o n e	H V N V H V N V	7 o n e 7 o n e	H U N E H U N E	1	810	sand:845	845
33344	Tuamotu	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
20528	UveaEast	?	sand		one	o n e	V N V	o n e	U N E	1	810	sand:845	845
66917	WesternBukidnonManobo	?	sand		pantad	p a n t a d	P V N T V T	p a n t a d	P A N T A T	22	815	sand:853	853
15498	Woleai	?	sand		ppiya	pp iya	P V	p i	P I	12	811	sand:847	847
36416	Yami	?	sand		anay	a n ay	V N V	a n a	A N A	1	810	sand:845	845
24351	Anuta	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
24352	Anuta	?	sea		vata	v a t a	W V T V	v a t a	B A T A	12	824	sea:859	859
58902	BanjareseMalay	?	sea		laut	l au t	R V T	l a t	L A T	6	831	sea:856	856
46177	Carolinian	?	sea		saat	s aa t	S V T	s a t	S A T	1	821	sea:860	860
55476	Cebuano	?	sea		dagat	d a g a t	T V K V T	d a g a t	T A K A T	25	828	sea:858	858
62699	Chuukese	?	sea		saat	s aa t	S V T	s a t	S A T	1	821	sea:860	860
62753	ChuukeseAKATrukese	?	sea		saat	s aa t	S V T	s a t	S A T	23	827	sea:860	860
62754	ChuukeseAKATrukese	?	sea		mataw	m a t a w	M V T V W	m a t a w	M A T A W	13	825	sea:862	862
17694	DayakNgaju	?	sea		tasik	t a s i k	T V S V K	t a s i k	T A S I K	1	821	sea:854	854
17695	DayakNgaju	?	sea		laut	l au t	R V T	l a t	L A T	6	831	sea:856	856
60704	EastSumbaneseKamberaSoutherndialect	?	sea		tahik	t a h i k	T V H V K	t a h i k	T A H I K	1	821	sea:854	854
12193	EastSumbaneseUmbuRatuNggaidialect	?	sea		tahuk	t a h u k	T V H V K	t a h u k	T A H Y K	1	821	sea:854	854
66792	FutunaEast	?	sea		tai	t ai	T V	t a	T A	1	821	sea:854	854
66793	FutunaEast	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
63879	Imorod	?	sea		wawa	w a w a	W V W V	w a w a	W A W A	26	829	sea:857	857
35945	Indonesian	?	sea		laut	l au t	R V T	l a t	L A T	6	831	sea:856	856
48268	Iraralay	?	sea		awa	a w a	V W V	a w a	A W A	26	829	sea:857	857
28880	Isamorong	?	sea		tawo	t a w o	T V W V	t a w o	T A W U	27	830	sea:857	857
31123	Itbayat	?	sea		hawa	h a w a	H V W V	h a w a	H A W A	26	829	sea:857	857
27521	Itbayaten	?	sea		hawaq	h a w a q	H V W V K	h a w a q	H A W A K	26	829	sea:857	857
41723	Ivasay	?	sea		taaw	t aa w	T V W	t a w	T A W	27	830	sea:854	854
3577	Katingan	?	sea		laut	l au t	R V T	l a t	L A T	6	831	sea:856	856
3593	Lakalai	?	sea		mago	m a g o	M V K V	m a g o	M A K U	16	826	sea:861	861
38697	Luangiua	?	sea		moaŋa	m oa ŋ a	M V N V	m o N a	M U N A	10	822	sea:855	855
20545	MalayBahasaIndonesia	?	sea		laut	l au t	R V T	l a t	L A T	6	831	sea:856	856
147	Maori	?	sea		tai	t ai	T V	t a	T A	1	821	sea:854	854
148	Maori	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
37571	Marquesan	?	sea		tai	t ai	T V	t a	T A	1	821	sea:854	854
37572	Marquesan	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
62126	Minangkabau	?	sea		lauiʔ	l aui ʔ	R V H	l a 7	L A H	6	831	sea:856	856
65958	NakanaiBilekiDialect	?	sea		mago	m a g o	M V K V	m a g o	M A K U	16	826	sea:861	861
40348	Niue	?	sea		tahi	t a h i	T V H V	t a h i	T A H I	1	821	sea:854	854
40349	Niue	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
40350	Niue	?	sea		vaha	v a h a	W V H V	v a h a	B A H A	12	824	sea:859	859
41286	Ogan	?	sea		laut	l au t	R V T	l a t	L A T	6	831	sea:856	856
22077	Penrhyn	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
34907	RapanuiEasterIsland	?	sea		tai	t ai	T V	t a	T A	1	821	sea:854	854
34908	RapanuiEasterIsland	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
2308	Rarotongan	?	sea		tai	t ai	T V	t a	T A	1	821	sea:854	854
2309	Rarotongan	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
27766	Rennellese	?	sea		tai	t ai	T V	t a	T A	1	821	sea:854	854
27767	Rennellese	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
26412	Rurutuan	?	sea		tai	t ai	T V	t a	T A	1	821	sea:854	854
26413	Rurutuan	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
43170	Sikaiana	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
43171	Sikaiana	?	sea		vasa/o	v a s a o	W V S V V	v a s a o	B A S A U	12	824	sea:859	859
4957	Surigaonon	?	sea		lawud	l a w u d	R V W V T	l a w u d	L A W Y T	6	831	sea:856	856
4958	Surigaonon	?	sea		dagat	d a g a t	T V K V T	d a g a t	T A K A T	25	828	sea:858	858
58235	Tagalog	?	sea		laud	l au d	R V T	l a d	L A T	6	831	sea:856	856
58236	Tagalog	?	sea		dagat	d a g a t	T V K V T	d a g a t	T A K A T	25	828	sea:858	858
65899	TagalogAnthonydelaPaz	?	sea		dagat	d a g a t	T V K V T	d a g a t	T A K A T	25	828	sea:858	858
29123	TahitianModern	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
29124	TahitianModern	?	sea		miti	m i t i	M V T V	m i t i	M I T I	11	823	sea:863	863
30220	Tikopia	?	sea		tai	t ai	T V	t a	T A	1	821	sea:854	854
30221	Tikopia	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
30222	Tikopia	?	sea		vasa	v a s a	W V S V	v a s a	B A S A	12	824	sea:859	859
32479	Tongan	?	sea		tahi	t a h i	T V H V	t a h i	T A H I	1	821	sea:854	854
61392	Tuamotu	?	sea		tai	t ai	T V	t a	T A	1	821	sea:854	854
61393	Tuamotu	?	sea		moana	m oa n a	M V N V	m o n a	M U N A	10	822	sea:855	855
37257	UveaEast	?	sea		vaha	v a h a	W V H V	v a h a	B A H A	12	824	sea:859	859
52921	WesternBukidnonManobo	?	sea		daǥat	d a ǥ a t	T V K V T	d a x a t	T A K A T	25	828	sea:858	858
58227	Woleai	?	sea		satɪ	s a t ɪ	S V T V	s a t i	S A T I	1	821	sea:860	860
913	Yami	?	sea		awa	a w a	V W V	a w a	A W A	26	829	sea:857	857
914	Yami	?	sea		attaw	a tt a w	V T V W	a t a w	A T A W	27	830	sea:862	862
46127	Anuta	?	seven		pitu	p i t u	P V T V	p i t u	P I T Y	1	832	seven:864	864
36231	BanjareseMalay	?	seven		tujuh	t u j u h	T V J V H	t u y u h	T Y J Y H	4	833	seven:865	865
65357	Carolinian	?	seven		fisi	f i s i	P V S V	f i s i	B I S I	1	832	seven:864	864
