language	iso_code	gloss	global_id	local_id	transcription	cognate_class
MelayuAmbon	?	and	?	?	dan	18
CentralAmis	?	liver	?	?	ʕatay	1
Roro	?	six	?	?	ima	7
MalayBahasaIndonesia	?	dirty	?	?	kotor	31
GorontaloHulondalo	?	mother	?	?	tiilo	1
SantaAna	?	ash	?	?	rafu	1
WewewaTanaRighudialect	?	bad,evil	?	?	bokala	3
Nelemwa	?	two	?	?	ru	1
ArakiSouthwestSanto	?	toscratch	?	?	karu	1
Rurutuan	?	tobite	?	?	paʔati	1
Rurutuan	?	tobite	?	?	ʔooʔiniʔini	14
Rawo	?	hand	?	?	rimana	1
Raga	?	sand	?	?	one	1
Pangasinan	?	water	?	?	danom	1
Canala	?	louse	?	?	kɨtɨ	1
Likum	?	meat/flesh	?	?	otan	12
Madurese	?	black	?	?	celleŋ	23
Aputai	?	todream	?	?	ami	6
TahitianthCentury	?	toopen,uncover	?	?	heheu	36
Sasoutheasterndialect	?	nose	?	?	gusu	27
BolaangMongondow	?	and	?	?	yo	27
Itbayat	?	day	?	?	aaaraw	1
ProtoMalayoPolynesian	?	wing	?	?	kapak	1
ProtoMalayoPolynesian	?	wing	?	?	panid	2
SubanonSiocon	?	year	?	?	ton	1
Hawaiian	?	toturn	?	?	wili	15
Mono	?	tohunt	?	?	ahilu	43
CentralAmis	?	tocry	?	?	t<um>aŋic	1
Mokilese	?	black	?	?	sɔl	8
Kwamera	?	no,not	?	?	rekəm	55
Nauru	?	we	?	?	adei	1
Nauru	?	we	?	?	amei	2
ProtoSouthernMindanaon	?	woman/female	?	?	libun	17
ProtoSouthernMindanaon	?	woman/female	?	?	baqi	1
Maisin	?	they	?	?	ei	1
Inibaloi	?	tongue	?	?	cila	4
Tagabili	?	ten	?	?	sfɔlɔq	13
Mansaka	?	tosit	?	?	qingkud	45
Mamboru	?	grass	?	?	ruta	2
KaraWest	?	ten	?	?	sangafulu	5
PuloAnnan	?	toplant	?	?	datoko	6
Sasak	?	tosplit	?	?	nyigar	26
LungaLungaMinigir	?	tocry	?	?	tangisi	1
Kavalan	?	three	?	?	tusu	1
IfugaoAmganad	?	todig	?	?	kaqqut	13
GhariTandai	?	tohit	?	?	raminjia	58
GhariTandai	?	tohit	?	?	lambu	42
Kaidipang	?	wind	?	?	dupoto	29
Hiw	?	i	?	?	nɔkə	1
TungagTungakLavongai	?	fat/grease	?	?	uŋan	36
ProtoAustronesian	?	grass	?	?	Cemel	3
PhanRangChamEasternCham	?	this	?	?	ni	1
Nukuoro	?	toscratch	?	?	lagu	9
Nukuoro	?	toscratch	?	?	la/aladi/	10
Banggi	?	tosteal	?	?	nahu	1
Maranao	?	flower	?	?	bolak	22
Matukar	?	breast	?	?	susu/n	1
Rotuman	?	moon	?	?	hula	1
Kandas	?	smoke	?	?	mis	39
Giman	?	louse	?	?	kut	1
TagbanwaAborlanDialect	?	new	?	?	baqgu	1
IvatanBascoDialect	?	egg	?	?	qotioy	16
Werinama	?	tosniff,smell	?	?	abufmauk	6
Kapingamarangi	?	water	?	?	wai	2
Rarotongan	?	if	?	?	me	5
BontocGuinaang	?	tosee	?	?	qila	26
Teop	?	flower	?	?	purupuru	13
ProtoCentralPacific	?	tolive,bealive	?	?	maquri	1
Modang	?	tohear	?	?	ngəhjing	13
Nanggu	?	tooth	?	?	nuŋu	1
KwaraaeSolomonIslands	?	father	?	?	maa	1
Minangkabau	?	good	?	?	eloʔ	68
TetunTerikFehandialect	?	bone	?	?	ruin	2
TalisePoleo	?	toliedown	?	?	carɔ	49
Ghari	?	mother	?	?	tina	1
ManoboDibabawon	?	onehundred	?	?	gatus	4
Vano	?	egg	?	?	walulua	1
FijianBau	?	totieup,fasten	?	?	bukia	41
ProtoMalayoPolynesian	?	tohear	?	?	deŋeʀ	1
AmbaiYapen	?	earth/soil	?	?	kahopa	22
Tabar	?	moon	?	?	vura	1
Iaai	?	red	?	?	dra	54
EngganoMalakoniVillage	?	tail	?	?	ɛyiʔ	29
Pangasinan	?	tosleep	?	?	unogep	33
Maori	?	rope	?	?	taura	9
Popalia	?	when?	?	?	kɛ|hia	1
Kove	?	mother	?	?	tina	1
Butuanon	?	sand	?	?	buhangin	34
Ura	?	tokill	?	?	dahlini	30
Tokelau	?	skin	?	?	kili	1
Rennellese	?	fog	?	?	kohu	1
KelabitBario	?	toswim	?	?	lemaŋuy	1
Belait	?	breast	?	?	titay	6
NorthBabar	?	grass	?	?	weßəna	7
Puyuma	?	tooth	?	?	ware	2
Lenakel	?	toscratch	?	?	aki	13
Wogeo	?	mother	?	?	tina	1
Pondok	?	rat	?	?	malawo	1
SubanunSindangan	?	onethousand	?	?	ngibu	5
Bali	?	near	?	?	paək	27
TimugonMurut	?	day	?	?	odow	12
LamaholotIleMandiriFloresTimur	?	tochoose	?	?	pile	1
TannaSouthwest	?	correct,true	?	?	etkwatukw	36
Erai	?	feather	?	?	hulu	1
Modang	?	shy,ashamed	?	?	səɛh	14
Balangaw	?	eight	?	?	wʌlu	3
Kanakanabu	?	wing	?	?	apoŋu	29
SantaAna	?	wing	?	?	ɣapara	12
KaraWest	?	nose	?	?	isuna	1
Talise	?	toscratch	?	?	ŋgaruŋgaru	44
Nauna	?	thick	?	?	hututun	9
AmbrymSouthEast	?	tostab,pierce	?	?	tilɪ	35
MurnatenAlune	?	you	?	?	imi	13
Werinama	?	tocome	?	?	islot	6
Iban	?	hair	?	?	bok	1
CiuliAtayal	?	tothrow	?	?	pabuliŋ	2
Mor	?	one	?	?	tata	1
Tugun	?	road/path	?	?	salə	1
PulauArguni	?	you	?	?	mbu|amu	1
TagalogAnthonydelaPaz	?	tocry	?	?	umiyak	20
Bonerate	?	wife	?	?	βoβineno	5
Jawe	?	sand	?	?	kon	1
BanjareseMalay	?	wet	?	?	basah	1
Buol	?	tosee	?	?	mokoondoŋ	25
Amahai	?	tocount	?	?	nehee	37
Serili	?	long	?	?	pəlelere	4
IvatanBascoDialect	?	small	?	?	dɨɨkɨy	1
Maranao	?	narrow	?	?	masimpit	1
Ponapean	?	sea	?	?	seed	23
NakanaiBilekiDialect	?	shoulder	?	?	beho	26
Tetum	?	year	?	?	tinan	42
Siar	?	toblow	?	?	vuvut	1
Singhi	?	small	?	?	monik	19
Kilivila	?	toyawn	?	?	kayawasi	15
Nduke	?	neck	?	?	ruana	1
Aria	?	tofall	?	?	gene	43
Dorio	?	tosuck	?	?	tɔtɔfia	1
Samoan	?	cloud	?	?	ao	12
Luangiua	?	tovomit	?	?	lua	8
Talur	?	i	?	?	gaʔu	1
IlongotKakidugen	?	short	?	?	qagubi	47
Satawalese	?	tosit	?	?	mooto	18
BauroBarooVillage	?	todrink	?	?	tono	35
Vaghua	?	rain	?	?	nare	9
KwaraaeSolomonIslands	?	one	?	?	eta	1
Longgu	?	eye	?	?	maʔa	1
RejangRejang	?	tosay	?	?	məŋɛcɛʔ	26
Bunun	?	eye	?	?	mata	1
DumagatCasiguran	?	toeat	?	?	mɨngan	1
KoiwaiIrianJaya	?	cold	?	?	ridin	1
HaliaSelau	?	tosee	?	?	tara	15
Lampung	?	toscratch	?	?	ŋəkuy	19
PeteraraMaewo	?	father	?	?	tama	1
Lala	?	tovomit	?	?	eula	7
Roviana	?	todream	?	?	putagita	38
Roviana	?	todream	?	?	putagita	34
Mori	?	toscratch	?	?	mekaru	1
Mbareke	?	tostand	?	?	tiva	11
Mambai	?	salt	?	?	sia	1
SaaUkiNiMasi	?	sharp	?	?	ʔala	69
KelabitBario	?	eye	?	?	mateh	1
Kodi	?	toscratch	?	?	kayo	1
TahitianthCentury	?	night	?	?	poo	1
Kubokota	?	tongue	?	?	mea	7
Rennellese	?	blood	?	?	toto	4
Kis	?	leaf	?	?	rou	1
Mapun	?	warm	?	?	pasu	26
Tagalog	?	spider	?	?	gagamba	23
ProtoCentralEasternMalayoPolynesian	?	thou	?	?	ikau	1
BugineseSoppengDialect	?	stick/wood	?	?	aju	1
Diodio	?	earth/soil	?	?	babi	19
WesternFijianNavosa	?	tosit	?	?	tadra	84
Nguna	?	thin	?	?	manivenive	1
BigaMisool	?	back	?	?	uta	28
WestDamar	?	mouth	?	?	nunho	31
Uruava	?	fire	?	?	udaka	23
Wolio	?	nose	?	?	aŋo	20
Likum	?	new	?	?	haʔun	1
Gedaged	?	tail	?	?	win	26
Sowa	?	tocut,hack	?	?	dale	38
Sowa	?	tocut,hack	?	?	dal	1
IfiraMeleMeleFila	?	wet	?	?	s/suu	11
Pondok	?	rotten	?	?	muhung	4
Tabar	?	tosleep	?	?	muaŋe	42
MelayuBruneiDialect	?	right	?	?	kanan	1
KoiwaiIrianJaya	?	this	?	?	ina	1
Tuamotu	?	in,inside	?	?	roto	5
Geser	?	sky	?	?	laŋit	1
Loniu	?	three	?	?	macoloh	1
Tontemboan	?	toeat	?	?	kuman	1
SyeErromangan	?	head	?	?	nompu	14
Bugotu	?	todrink	?	?	kou	30
FutunaEast	?	ash	?	?	lafu	1
Yakan	?	fruit	?	?	buaʔ	1
KallahanKayapaProper	?	white	?	?	qamputi	1
Diodio	?	nose	?	?	kabuna	17
Lungga	?	tospit	?	?	tue	64
Lungga	?	tospit	?	?	ondoto	63
Madurese	?	lightning	?	?	kelap	1
Matukar	?	earth/soil	?	?	tan	1
Iban	?	name	?	?	nama	12
Hawaiian	?	sand	?	?	one	1
Taiof	?	toliedown	?	?	tahun	52
Sediq	?	fog	?	?	pəkukuŋ	2
BabatanaLomaumbi	?	tohear	?	?	ase	10
SangirTabukangDialect	?	person/humanbeing	?	?	taumataʌ	1
Aria	?	green	?	?	ebir	22
Ngadha	?	louse	?	?	kutu	1
ManoboWesternBukidnon	?	todig	?	?	banbang	24
Mori	?	todig	?	?	moŋkelee	1
Sowa	?	tosay	?	?	ve	13
Kiribati	?	worm_earthworm	?	?	mata	10
SamalSiasiDialect	?	feather	?	?	bulbul	1
BlablangaGhove	?	house	?	?	suga	9
Perai	?	toknow,beknowledgeable	?	?	sɛrɛk	10
ProtoChuukic	?	that	?	?	yeena	1
ProtoChuukic	?	that	?	?	kkamwuun	11
Iaai	?	tofly	?	?	gɔ	14
Tunjung	?	one	?	?	caʔ	1
Sowa	?	head	?	?	bozo	9
Watubela	?	this	?	?	ne	1
Sasoutheasterndialect	?	earth/soil	?	?	tan	1
Yami	?	rat	?	?	karam	24
Nehan	?	at	?	?	i	1
TagbanwaAborlanDialect	?	tokill	?	?	qimatayɨn	2
SquliqAtayal	?	worm_earthworm	?	?	kuiʔ	26
KallahanKeleyqiq	?	salt	?	?	qahin	3
ProtoSouthernMindanaon	?	tongue	?	?	dila	4
WesternBukidnonManobo	?	tolaugh	?	?	eŋit	34
RotiTermanuDialect	?	toburn	?	?	tunu	1
Maranao	?	good	?	?	mapia	1
Kapampangan	?	wide	?	?	malapad	1
Taokas	?	five	?	?	lima	1
Taokas	?	five	?	?	sap	2
AttaPamplona	?	no,not	?	?	ari	1
FijianBau	?	fruit	?	?	vuana	1
KenyahLongAnap	?	dust	?	?	abu	31
AklanonBisayan	?	stick/wood	?	?	kahuy	1
KayanUmaJuman	?	sharp	?	?	naʔet	30
TobaBatak	?	tokill	?	?	mabbunu	1
Mori	?	night	?	?	owiŋi	1
SquliqAtayal	?	breast	?	?	vovo	2
Dehu	?	tohear	?	?	deŋ	1
Talise	?	towalk	?	?	vavanɔ	2
Roma	?	salt	?	?	mahəni	3
Bonfia	?	tofly	?	?	rihi	6
Buma	?	year	?	?	embieve	21
Motu	?	toliedown	?	?	eno	1
Ririo	?	toturn	?	?	lioq	2
SWPalawano	?	two	?	?	dua	1
Sika	?	dirty	?	?	rairaʔi	1
Sika	?	dirty	?	?	mitak	2
Likum	?	red	?	?	cayon	11
Ughele	?	ear	?	?	taliŋana	1
Soboyo	?	tostand	?	?	dadi	1
LauWalade	?	tocut,hack	?	?	ʔɔle	67
LauWalade	?	tocut,hack	?	?	taba	66
LauWalade	?	tocut,hack	?	?	lae	68
Basai	?	head	?	?	utsu	1
Kambera	?	red	?	?	rara	5
SaipanCarolinian	?	tocry	?	?	saŋisaŋ	1
Nias	?	snake	?	?	ulo	2
UveaWest	?	fire	?	?	afi	1
Buol	?	they	?	?	tilo	1
ProtoOceanicBlust	?	mosquito	?	?	namuk	1
ProtoOceanicBlust	?	mosquito	?	?	makinikini	47
Motu	?	man/male	?	?	tau	22
Motu	?	man/male	?	?	marurane	1
Megiar	?	wide	?	?	lubalab	32
Isamorong	?	rope	?	?	hovid	23
Komering	?	dirty	?	?	kutuʁ	31
Paulohi	?	name	?	?	nala	1
UjirNAru	?	three	?	?	lati	3
TahitianthCentury	?	sea	?	?	tai	1
TahitianthCentury	?	sea	?	?	miti	11
Molima	?	woods/forest	?	?	mutaʔwa	27
RapanuiEasterIsland	?	correct,true	?	?	titika	9
TausugJoloDialect	?	new	?	?	baqguh	1
Marovo	?	father	?	?	tama	1
BilaanKoronadal	?	painful,sick	?	?	tdok	25
SaipanCarolinian	?	cold	?	?	ffeey	11
Yakan	?	how?	?	?	saʔiŋge	80
Diodio	?	yellow	?	?	yayoyayona	9
SaranganiBlaan	?	when?	?	?	kilɨn	1
Tongan	?	dog	?	?	kuli	7
Yamdena	?	hand	?	?	lime	1
BikolNagaCity	?	tolaugh	?	?	mangisi	17
Giman	?	tofly	?	?	opa	1
ProtoOceanicBlust	?	rope	?	?	tali	1
ProtoOceanicBlust	?	rope	?	?	waʀoj	2
Singhi	?	this	?	?	itisð	10
Dobuan	?	shoulder	?	?	arana	1
Raga	?	tobuy	?	?	boli	1
ProtoCentralEasternMalayoPolynesian	?	man/male	?	?	laki	2
ProtoCentralEasternMalayoPolynesian	?	man/male	?	?	maʀuqanay	1
Tagabili	?	tostand	?	?	mdaq	22
NehanHape	?	rat	?	?	kih	3
Anuta	?	black	?	?	uri	7
Niue	?	hair	?	?	fulu	31
UveaWest	?	tofly	?	?	lele	11
LihirSunglik	?	back	?	?	tuan	11
Banggi	?	dirty	?	?	damak	44
TaeSToraja	?	yellow	?	?	mariri	29
Mortlockese	?	eight	?	?	waal	3
CentralMasela	?	person/humanbeing	?	?	oijɛllei	3
TungagTungakLavongai	?	tocook	?	?	taun	9
Amahai	?	nose	?	?	iri	1
SyeErromangan	?	they	?	?	iror	1
IvatanBascoDialect	?	mosquito	?	?	tamonɨng	19
Mouk	?	fat/grease	?	?	dikŋen	21
Mengen	?	breast	?	?	siu|na	1
MagoriSouthEastPapua	?	egg	?	?	atoi	32
Inibaloi	?	thin	?	?	maqingpis	1
Lungga	?	todig	?	?	ɣɛli	1
Soboyo	?	year	?	?	musuŋ	5
Tolo	?	tofall	?	?	puka	19
MelayuBruneiDialect	?	dog	?	?	kuyuk	26
Bantik	?	back	?	?	likuduʔ	1
BabatanaLomaumbi	?	hair	?	?	pɔllupɔllu	31
GhariNdi	?	mother	?	?	tinana	1
LamaholotIleMandiriFloresTimur	?	at	?	?	ta	2
KahuaMami	?	blood	?	?	ɣabuna	5
Bintulu	?	nose	?	?	uruŋ	1
Banoni	?	tocount	?	?	see	1
IsnegDibagatKabugaoIsneg	?	night	?	?	gabi	21
Dehu	?	neck	?	?	ninawa	1
Minangkabau	?	bad,evil	?	?	jaeʔ	1
ChuukeseAKATrukese	?	warm	?	?	rarrar	9
Maori	?	rotten	?	?	pirau	15
Kusaie	?	tostand	?	?	tu	2
KayupulauKajupulau	?	we	?	?	təni	1
Sika	?	two	?	?	rua	1
Geser	?	toturn	?	?	futar	1
Modang	?	moon	?	?	wəllun	1
Wuna	?	other	?	?	sigahano	15
NehanHape	?	night	?	?	bong	1
KoronadalBlaan	?	where?	?	?	nɨq	17
Woleaian	?	thick	?	?	maaluyelu	11
Lau	?	we	?	?	gia	1
Lau	?	we	?	?	gami	2
Bonerate	?	tohold	?	?	kɔnta	29
SamalSiasiDialect	?	good	?	?	haap	36
Perai	?	far	?	?	so	11
Kisar	?	head	?	?	ulu	1
Takuu	?	thick	?	?	mattoru	3
TaranganBaratFeruni	?	woman/female	?	?	kɔnar	46
Naman	?	moon	?	?	nivəl	1
Nias	?	rope	?	?	tali	1
Mambai	?	long	?	?	naru	1
Serua	?	toscratch	?	?	matla	7
Sasak	?	fruit	?	?	buaqbuaqan	1
Nanggu	?	ash	?	?	numbu	31
RejangRejang	?	house	?	?	umɨaʔ	1
Melayu	?	green	?	?	hijau	25
Roro	?	hand	?	?	ima	1
FijianBau	?	tosee	?	?	raica	37
Wanukaka	?	skin	?	?	kalitu	1
KakidugenIlongot	?	smoke	?	?	qabuk	53
Tongan	?	wing	?	?	kapakau	1
TausugJoloDialect	?	tosqueeze	?	?	pugaqun	37
Lamboya	?	road/path	?	?	lara	1
Kwai	?	tobite	?	?	ʔalea	1
Anuta	?	toburn	?	?	tungia	7
Anuta	?	toburn	?	?	tutu	6
Ghanongga	?	road/path	?	?	zɔna	35
Roviana	?	skin	?	?	kapuna	50
BajoLuwuk	?	woman/female	?	?	dinda	31
ApmaSuruMwerani	?	rain	?	?	us	1
TetunTerikFehandialect	?	mosquito	?	?	susuk	45
KoiwaiIrianJaya	?	tocry	?	?	tagis	1
LamogaiMulakaino	?	tofear	?	?	lim	13
Idaan	?	skin	?	?	kulit	1
Kalagan	?	thick	?	?	madakmɨl	21
KahuaMami	?	right	?	?	otona	42
Carolinian	?	cold	?	?	ffooy	11
Kerinci	?	father	?	?	apowʔ	5
Modang	?	eye	?	?	mta|n	1
RapanuiEasterIsland	?	tocry	?	?	taŋi	1
ApmaSuruMwerani	?	tostab,pierce	?	?	sko	45
EastSumbaneseKamberaSoutherndialect	?	thin	?	?	manipa	1
Avava	?	thunder	?	?	uuruur	2
Nese	?	man/male	?	?	nemerre	31
Erai	?	heavy	?	?	herak	1
Lakalai	?	two	?	?	lua	1
SubanunSindangan	?	eye	?	?	mata	1
Vangunu	?	tobite	?	?	uzu	31
UveaEast	?	fat/grease	?	?	huni	12
Lamboya	?	tosteal	?	?	kedu	3
CentralAmis	?	toyawn	?	?	masuwaf	1
Mengen	?	nose	?	?	isu|rumakia	1
Mor	?	ear	?	?	ina	1
Sasak	?	father	?	?	amaq	1
ManoboKalamansigCotabatoParilDialect	?	sharp	?	?	mɨgalang	41
Minangkabau	?	where?	?	?	dima	20
Mangareva	?	tosuck	?	?	miti	8
Mangareva	?	tosuck	?	?	omo	7
Balangaw	?	near	?	?	qahagqʌn	47
IfugaoBatad	?	toknow,beknowledgeable	?	?	qila	51
Lungga	?	nose	?	?	isuna	1
ManoboAtadownriver	?	todrink	?	?	qinum	1
Ivasay	?	todie,bedead	?	?	madiman	14
Nggela	?	what?	?	?	hava	1
Ibanag	?	painful,sick	?	?	matakic	1
Waropen	?	tochew	?	?	mama	1
Tanga	?	tooth	?	?	ŋisa	24
AmbrymSouthEast	?	red	?	?	pili	18
BugineseSoppengDialect	?	spider	?	?	lawalawa	1
BugineseSoppengDialect	?	spider	?	?	garaŋkaŋ	20
ManoboTigwaIglogsadDialect	?	tosniff,smell	?	?	ngadɨg	37
LwepeSantaCruz	?	fire	?	?	nœ	5
Geser	?	tosew	?	?	fi|rait	2
MelanauMukah	?	salt	?	?	sia	1
Wedau	?	tosteal	?	?	edanedanene	44
BikolNagaCity	?	correct,true	?	?	tama	3
BikolNagaCity	?	correct,true	?	?	tutoo	6
ProtoChuukic	?	towalk	?	?	fadale	8
KaulongAuVillage	?	old	?	?	hiayan	17
Manam	?	moon	?	?	ʔalea	12
Kusaie	?	tocry	?	?	tʌŋ	1
Yapese	?	two	?	?	lagruw	1
BerawanLongTerawan	?	lightning	?	?	saləɪʔ	2
Paulohi	?	tocry	?	?	tatani	1
Wuna	?	wide	?	?	neware	18
MonoFauro	?	woman/female	?	?	bataha	50
SivisaTitan	?	blood	?	?	rai	1
Auhelawa	?	toeat	?	?	ai	1
DayakNgaju	?	new	?	?	haru	1
DayakNgaju	?	new	?	?	taheta	20
Mambai	?	day	?	?	lelon	24
AttaPamplona	?	sharp	?	?	nataram	1
Nggela	?	wind	?	?	guri	12
Nimoa	?	tostand	?	?	midi	1
Kapampangan	?	tocome	?	?	dataŋ	14
Nahavaq	?	earth/soil	?	?	neten	1
Biliau	?	grass	?	?	rei	14
Mbirao	?	tosee	?	?	resia	14
Soboyo	?	five	?	?	lima	1
SangirTabukangDialect	?	tochew	?	?	mamaing	1
Amahai	?	tohunt	?	?	kasare	4
BanjareseMalay	?	what?	?	?	apaʔ	1
WindesiWandamen	?	toliedown	?	?	bata	16
Wogeo	?	sharp	?	?	ma|taj	36
Sekar	?	rope	?	?	warwaras	2
Iraralay	?	leaf	?	?	vohong	18
Gapapaiwa	?	wide	?	?	nabhana	1
PeteraraMaewo	?	green	?	?	malxesaxa	43
Savu	?	tosuck	?	?	hepa	2
Yakan	?	thatch/roof	?	?	sapew	15
Patpatar	?	house	?	?	hala	14
Indonesian	?	you	?	?	eŋkau	21
Indonesian	?	you	?	?	kamu	1
Molima	?	toclimb	?	?	vane	1
Melayu	?	leg/foot	?	?	kaki	1
LampungNyoAbungSukadana	?	blood	?	?	ʁɑh	1
AmbaiYapen	?	tosleep	?	?	iena	8
TahitianModern	?	tosqueeze	?	?	uumu	12
Ogan	?	toopen,uncover	?	?	mbukaʔ	1
Sowa	?	father	?	?	zama	1
Marquesan	?	thick	?	?	motou	3
Maanyan	?	if	?	?	amun	10
BabatanaKatazi	?	tosit	?	?	tuŋunu	21
Marshallese	?	at	?	?	yi	1
Popalia	?	tail	?	?	iku	1
Riwo	?	louse	?	?	utu	1
IfugaoAmganad	?	yellow	?	?	qinunig	1
Iban	?	bad,evil	?	?	jaiʔ	1
Nese	?	nose	?	?	nukuns	1
KelabitBario	?	six	?	?	enem	1
Woleai	?	nose	?	?	bootɪ	1
Woleai	?	nose	?	?	bootɪ	12
ArosiTawatanaVillage	?	child	?	?	gareana	40
Mortlockese	?	day	?	?	raani	6
BilaanKoronadal	?	intestines	?	?	tnaqe	1
Manihiki	?	sand	?	?	one	1
LamogaiMulakaino	?	heavy	?	?	kadu	18
Asumboa	?	star	?	?	posuwo	1
GorontaloHulondalo	?	person/humanbeing	?	?	tawu	1
SaaUkiNiMasi	?	blood	?	?	ʔapu	5
BilaanKoronadal	?	sharp	?	?	gamban	31
BigaMisool	?	above	?	?	pa|pɔwɔ	2
PuloAnnan	?	tooth	?	?	ŋii	30
Sisingga	?	toswell	?	?	mbuili	13
LengoGhaimuta	?	grass	?	?	mbumburu	19
LihirSunglik	?	tosew	?	?	samapie	46
Ura	?	thick	?	?	ivivat	25
BanjareseMalay	?	person/humanbeing	?	?	urang	20
ChuukeseAKATrukese	?	feather	?	?	wune	30
Tokelau	?	totieup,fasten	?	?	fiitiki	12
Tokelau	?	totieup,fasten	?	?	fafau	11
Tape	?	child	?	?	netite	5
Talur	?	yellow	?	?	mara	6
Vitu	?	blood	?	?	topo	12
Nelemwa	?	root	?	?	waa	2
PuloAnna	?	at	?	?	i	1
PuloAnna	?	at	?	?	lo	20
Tugun	?	neck	?	?	kiluan	17
SaranganiBlaan	?	wing	?	?	fafak	33
Tontemboan	?	breast	?	?	susu	1
Lungga	?	tofear	?	?	mataɣutu	1
Marovo	?	stick/wood	?	?	hae	1
IlongotKakidugen	?	tovomit	?	?	qugkak	11
Saaroa	?	nose	?	?	ngoungoro	28
Hawaiian	?	warm	?	?	wela	8
Hawaiian	?	warm	?	?	hahana	1
UveaEast	?	tolive,bealive	?	?	mauli	1
UveaEast	?	tolive,bealive	?	?	ola	6
ManoboSaranganiKayapongaDialect	?	shy,ashamed	?	?	yaqyaq	30
Sika	?	toscratch	?	?	garo	1
ElatKeiBesar	?	new	?	?	feruno	1
Nggela	?	dull,blunt	?	?	tupu	3
Toambaita	?	toblow	?	?	ʔufu	1
Bintulu	?	near	?	?	janiʔ	1
Tagalog	?	tokill	?	?	pumatay	2
Tagalog	?	tokill	?	?	magpatay	22
Madara	?	tokill	?	?	kenda	46
DayakNgaju	?	far	?	?	kejaw	1
Ogan	?	leaf	?	?	daun	1
Gaddang	?	nose	?	?	qiyong	1
KayupulauKajupulau	?	tosee	?	?	kija	1
Kambera	?	below	?	?	wawa	1
Manihiki	?	dust	?	?	puehu	1
Agta	?	toswim	?	?	mʌglʌngoy	1
FutunaAniwa	?	nine	?	?	iva	5
AmbrymSouthEast	?	tosqueeze	?	?	husɪ	18
Baliledo	?	toswim	?	?	nangi	1
MarshalleseEDialect	?	star	?	?	iju	1
Maloh	?	branch	?	?	dan	1
TaeSToraja	?	head	?	?	ulu	1
ProtoChuukic	?	sand	?	?	ppi	12
ProtoOceanicBlust	?	they	?	?	ira	1
Teop	?	and	?	?	bara	24
Mori	?	eye	?	?	mata	1
EastSumbaneseKamberaSoutherndialect	?	tospit	?	?	panganji	5
ProtoAustronesian	?	wing	?	?	paNid	2
RejangRejang	?	dog	?	?	kuyuʔ	26
RejangRejang	?	near	?	?	paʔaʔ	27
Tarpia	?	woman/female	?	?	mupin	1
Wuna	?	meat/flesh	?	?	dagi	26
Sika	?	lake	?	?	rano	1
ManoboAtadownriver	?	egg	?	?	qatoug	24
Isamorong	?	skin	?	?	kodit	1
Ura	?	totieup,fasten	?	?	iri	31
FutunaEast	?	nose	?	?	isu	1
RapanuiEasterIsland	?	tobuy	?	?	hoo	7
Niue	?	tail	?	?	hiku	13
ItnegBinongan	?	fruit	?	?	bonga	9
Indonesian	?	tosteal	?	?	mencuri	19
ProtoSouthernMindanaon	?	tohide	?	?	buni	1
TboliTagabili	?	black	?	?	hitɨm	1
SouAmanaTeru	?	husband	?	?	malona	45
Wanukaka	?	hair	?	?	logi	6
Dai	?	mosquito	?	?	dadadon	3
ProtoMalayoPolynesian	?	green	?	?	mataq	1
KwaraaeSolomonIslands	?	spider	?	?	garo	11
NakanaiBilekiDialect	?	tosee	?	?	hilo	18
Naman	?	left	?	?	xəmir	1
TannaSouthwest	?	painful,sick	?	?	əmha	1
BontokGuinaang	?	tochoose	?	?	pili	1
TahitianthCentury	?	five	?	?	rima	1
ApmaSuruKavian	?	wing	?	?	valga	38
Iranun	?	tokill	?	?	m+bunu	1
Vangunu	?	toswim	?	?	ponu	53
Vangunu	?	toswim	?	?	susue	12
Kalagan	?	nose	?	?	qilung	1
KalingaGuinaangLubuaganDialect	?	tosew	?	?	qibit	37
Acehnese	?	year	?	?	thon	1
TagalogAnthonydelaPaz	?	i	?	?	ako	1
Wanukaka	?	tohit	?	?	palu	1
LioFloresTongah	?	tohold	?	?	deo	5
TetunTerikFehandialect	?	wind	?	?	anin	1
Rukai	?	ash	?	?	ʔabuʔ	1
Buol	?	left	?	?	koloigi	1
ElatKeiBesar	?	shoulder	?	?	fara	1
Hoava	?	tocry	?	?	kambo	6
Inibaloi	?	wide	?	?	qɨmbanaw	26
RejangRejang	?	feather	?	?	buləw	1
Tabar	?	who?	?	?	eseʔ	1
Ghari	?	six	?	?	ono	1
Lamaleralembata	?	tail	?	?	iku	1
AnejomAneityum	?	ear	?	?	intijŋa	1
Maleu	?	left	?	?	ŋas	19
Babuyan	?	lightning	?	?	kimat	1
TagbanwaAborlanDialect	?	sharp	?	?	matarɨm	1
MaloSantaCruz	?	person/humanbeing	?	?	leplʌ	36
MaloSantaCruz	?	person/humanbeing	?	?	nɒmblo	34
Pukapuka	?	fifty	?	?	tinolima	1
Tabar	?	and	?	?	ma	2
Ponapean	?	tostand	?	?	uh	2
Amahai	?	all	?	?	peseesi	34
FaganiAgufi	?	head	?	?	pwauna	9
MunaKatobuTongkunoDialect	?	star	?	?	ngkolipopo	20
Mamboru	?	tobreathe	?	?	sangasu	2
TahitianModern	?	eight	?	?	vau	3
Diodio	?	thunder	?	?	atana	26
EastMasela	?	white	?	?	vovor	4
KayanUmaJuman	?	louse	?	?	kutuʔ	1
Sunda	?	big	?	?	gede	27
