ID	DOCULECT	DOCULECT_ABBREVIATION	DOCULECT_FILE	POPULATION_NAME	GLOTTOCODE	CONCEPT	GLOSSID	VALUE	FORM	COGNACY	COG	DOCULECT_AGE	BORROWING	NOTE	COGID	TOKENS
4694	Gurung	GUR	gur		guru1261	night	60	mwĩ.1=sa	mwĩ¹sa	162	162:night	20	0		350	m w ĩ ∼ ¹ ◦ s a
4695	Lhasa Tibetan	LHA	tib	Tibetan	tibe1272	night	60	chɛ̃.55 mo.55	chɛ̃⁵⁵_mo⁵⁵	1209	1209:night	20	0		193	tsʰ ɛ̃ ∼ ⁵⁵ ◦ m o ⁵⁵
4696	Garo	GAR	bodo	Garo	garo1247	night	60	wal	wal	4244	4244:night	20	0		1040	w a l
4697	Hill-Miri	HIL	tani	Nysha	nyis1236	night	60	tidi	tidi	2738	2738:night	20	0		782	t i ◦ d i
4698	Limbu	LIM	kir		limb1266	night	60	sɛn	sɛn	1209	1209:night	20	0		193	s ɛ n
4699	Upper-Bangni	UBA	tani		bang1338	night	60	ayu	ayu	1412	1412:night	20	0		254	a y u
4700	Hakka	HKK	sino	Hakka	hakk1236	night	60	ban4 ia4	ban⁴_ia⁴	1412	1412:night	20	0		254	b a n ⁴ ◦ i a ⁴
4701	Motuo-M	MOT	mot	Tibetan	dakp1242	night	60	bi naŋ	bi_naŋ	550	550:night	20	0	Tawang Monpa, Dakpakha?	1377	b i _ n a ŋ
4702	Tujia	TUJ	tujia	Tujia	nort2732	night	60	lan.3 jin.1 ch	lan³_jin¹_ch	4537	4537:night	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	1277	l a n ³ ◦ j i n ¹ ◦ tsʰ
4703	Beijing	PEK	sino	CHB	mand1415	night	60	yè 夜	yè	1412	1412:night	20	0		254	y e
4704	Zhaba	ZHA	syc		zhab1238	night	60	mjin.55 le.21	mjin⁵⁵_le²¹	2739	2739:night	20	0	Stage 2	783	m j i n ⁵⁵ ◦ l e ²¹
4705	Kaike	KAY	kay		kaik1246	night	60	chan	chan	1209	1209:night	20	0		193	tsʰ a n
4706	Yintale	YIN	kar	Karen	yint1235	night	60	mɨ.11 khi.55	mɨ¹¹_khi⁵⁵	2737	2737:night	20	0	Yintale Karen	781	m ɨ ¹¹ ◦ kʰ i ⁵⁵
4707	Jinuo	JIN	bur	Jinuo	youl1235	night	60	mhe.42 kha.42	mhe⁴²_kha⁴²	2739	2739:night	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	783	mʰ e ⁴² ◦ kʰ a ⁴²
4708	Serdukpen	SER	sul		sher1257	night	60	nuphuŋ-saŋ	nuphuŋ-saŋ	4437	4437:night	20	0	Stage 2	1199	n u ◦ pʰ u ŋ + s a ŋ
4709	Namuzi	NAM	syc		namu1246	night	60	xĩ.33 qho.33	xĩ³³_qho³³	4244	4244:night	20	0		1040	x ĩ ∼ ³³ ◦ q h o ³³
4710	Xiaxe Tibetan	XIA	tib		amdo1237	night	60	nə mo EE	nə_mo_EE	538	538:night	20	0		1369	n ə _ m o _
4711	Yimchunrü	YIM	naga	Naga (Ao_Naga)	yimc1240	night	60	ažiŋ	ažiŋ	1133	1133:night	20	0	Naga Yimchungru	152	a ◦ dʒ i ŋ
4712	Liangmai	LIA	naga		lian1251	night	60	nchun	nchun	1209	1209:night	20	0		193	n tsʰ u n
4713	Dimasa	DIM	bodo		dima1251	night	60	horh	horh	4244	4244:night	20	0		1040	h o rʰ
4714	Yeinbaw	YEI	kar	Karen	yinb1236	night	60	mɨ̣̃.11 ha.55	mɨ̣̃¹¹_ha⁵⁵	2075	2075:night	20	0	Yinbaw Karen	504	m ɨ̰ ∼ ¹¹ ◦ h a ⁵⁵
4715	N-Qiang	QIA	syc		nort2722	night	60	a ṣa	a_ṣa	1534	1534:night	20	0	Stage 2	309	a _ ʂ a
4716	Lijiang-Naxi	LIJ	bur	Naxi	lich1241	night	60	mv.33 khv.55	mv³³_khv⁵⁵	2739	2739:night	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	783	m v ³³ ◦ kʰ v ⁵⁵
4717	Zeme	ZEM	naga		zeme1240	night	60	muizeu	muizeu	94	94:night	20	0		1536	m u i ◦ z e u
4718	Jingpo	JNP	jnp		kach1280	night	60	šə.31 naʔ.55	šə³¹_naʔ⁵⁵	550	550:night	20	0	Jinghpaw; Stage 2	1377	ʃ ə ³¹ ◦ n a ʔ ⁵⁵
4719	Bodo	BOD	bodo		bodo1269	night	60	hor	hor	4244	4244:night	20	0		1040	h o r
4720	Fuzhou	FUZ	sino	Han	mind1253	night	60	maŋ55 muo55	maŋ⁵⁵_muo⁵⁵	2739	2739:night	20	0		783	m a ŋ ⁵⁵ ◦ m u o ⁵⁵
4721	Burmese	WRB	bur	Burmese	nucl1310	night	60	ńa	ńa	1412	1412:night	20	0		254	nʲ a
4722	Horpa	DAO	syc		horp1239	night	60	ćva	ćva	1534	1534:night	20	0		309	tsʲ v a
4723	Ao-Chungli	AOC	naga	Naga (Ao_Naga)	chon1286	night	60	aonuŋ, amaŋ	aonuŋ	162	162:night	20	0	Naga Ao	350	a o ◦ n u ŋ
4724	Padam	PAD	tani		pada1257	night	60	yu-ə	yu-ə	1412	1412:night	19	0		254	y u + ə
4725	Guiqiong	GUI	syc		guiq1238	night	60	mɔ̃.35 ŋi.55 c	mɔ̃³⁵_ŋi⁵⁵_c	162	162:night	20	0		350	m ɔ̃ ³⁵ ◦ ŋ i ⁵⁵ ◦ ts
4726	Gangte	GAN	chin		gang1266	night	60	zan	zan	1412	1412:night	20	0		254	z a n
4727	Pochuri	POC	naga		poch1243	night	60	arɨ=za	arɨza	1133	1133:night	20	0		152	a ◦ r ɨ ◦ z a
4728	Quueyu	QUE	syc		quey1238	nose	61	ćńi.55	ćńi⁵⁵	516	516:nose	20	0		1361	tsʲ nʲ i ⁵⁵
4729	Dhimal	DHI	dhim		dhim1246	nose	61	nha=pu	nhapu	516	516:nose	20	0		1361	nʰ a ◦ p u
4730	Apatari	APA	tani		apat1240	nose	61	yapiŋ	yapiŋ	516	516:nose	20	0		1361	y a ◦ p i ŋ
4732	Jirel	JIR	tib		jire1238	nose	61	nou. L2	nou_L²	516	516:nose	20	0		1361	n o u _ ²
4733	Old Chinese	OCH	sino	Han	oldc1244	nose	61	bhit=s 鼻	bhits	303	303:nose	-10	0		843	b h i t s
4734	Idu	IDU	idu		idum1241	nose	61	e.1 ńaŋ.1 bo.1	e¹_ńaŋ¹_bo¹	243	243:nose	20	0		609	e ¹ ◦ nʲ a ŋ ¹ ◦ b o ¹
4735	Lhota	LHO	naga	Naga (Ao_Naga)	loth1237	nose	61	kenno	kenno	516	516:nose	20	0	Naga Lotha	1361	k e n ◦ n o
4736	Lushai	LSH	chin		lush1249	nose	61	hna:r	hnaːr	555	555:nose	20	0		1379	h n aː r
4737	Lepcha	LEP	lep		lepc1244	nose	61	nóm	nóm	516	516:nose	20	0		1361	n o m
4738	Sgaw	SGO	kar	Karen	sgaw1245	nose	61	na.22 d̄e.44	na²²_d̄e⁴⁴	516	516:nose	20	0		1361	n a ²² ◦ d̄ e ⁴⁴
4739	Rourou	ROU	nung		nusu1239	nose	61	na.55 ã.55	na⁵⁵_ã⁵⁵	516	516:nose	20	0		1361	n a ⁵⁵ ◦ ã ∼ ⁵⁵
4740	Chokri	CHO	naga		chok1243	nose	61	unhicho	unhicho	516	516:nose	20	0		1361	u ◦ nʰ i ◦ tsʰ o
4741	Khezhama	KHE	naga		khez1235	nose	61	nhuka	nhuka	516	516:nose	20	0		1361	nʰ u ◦ k a
4742	Dulong	DUL	trun		drun1238	nose	61	sɨ.31 na.55	sɨ³¹_na⁵⁵	516	516:nose	20	0		1361	s ɨ ³¹ ◦ n a ⁵⁵
4743	Tangkul	TAN	naga		tang1336	nose	61	nataŋ	nataŋ	516	516:nose	20	0		1361	n a ◦ t a ŋ
4744	Pa'O	PAO	kar	Karen	paok1235	nose	61	baj.33.44	baj³³⁴⁴	243	243:nose	20	0		609	b a j ³³/⁴⁴
4745	Yamphu	YAM	kir		yamp1242	nose	61	naʔu	naʔu	516	516:nose	20	0		1361	n a ◦ ʔ u
4746	Kulung	KUL	kir		kulu1253	nose	61	nap	nap	516	516:nose	20	0		1361	n a p
4747	Geker	GEK	kar	Karen	geko1235	nose	61	nəphu.44	nəphu⁴⁴	516	516:nose	20	0	Geko Karen?	1361	n ə ◦ pʰ u ⁴⁴
4748	Ersu	ERS	syc		ersu1241	nose	61	sɨ.55 nbu.53	sɨ⁵⁵_nbu⁵³	4140	4140:nose	20	0		968	s ɨ ⁵⁵ ◦ n ◦ b u ⁵³
4749	Phom	PHO	knyk		phom1236	nose	61	šuŋchu	šuŋchu	516	516:nose	20	0		1361	ʃ u ŋ ◦ tsʰ u
4750	Ao-Mongsen	AOM	naga	Naga (Ao_Naga)	mong1332	nose	61	tena	tena	516	516:nose	20	0	Naga Ao	1361	t e ◦ n a
4751	Sherpa	SHE	tib	Sherpa	sher1255	nose	61	na=wu.HF	nawuHF	516	516:nose	20	0	Solu-Khumbu Sherpa	1361	n a ◦ w u
4752	Rawang	RAW	trun		rawa1265	nose	61	šəna	šəna	516	516:nose	20	0		1361	ʃ ə ◦ n a
4753	Wancho	WAN	knyk		wanc1238	nose	61	nakuŋ	nakuŋ	516	516:nose	20	0		1361	n a ◦ k u ŋ
4754	Bokar	BOK	tani		bori1243	nose	61	ńa pum	ńa_pum	516	516:nose	20	0	Stage 2	1361	nʲ a _ p u m
4756	Hmar	HMA	chin		hmar1241	nose	61	hna:r	hnaːr	555	555:nose	20	0		1379	h n aː r
4757	Nusu	NUS	nung		nusu1239	nose	61	nha.55 koŋ.35	nha⁵⁵_koŋ³⁵	516	516:nose	20	0	Stage 2	1361	nʰ a ⁵⁵ ◦ k o ŋ ³⁵
4758	Geba	GEB	kar	Karen	geba1237	nose	61	kəni.33 khəde.4	kəni³³_khəde⁴	925	925:nose	20	0		1522	k ə ◦ n i ³³ ◦ kʰ ə ◦ d e ⁴
4759	Manu	MNU	kar	Karen	manu1255	nose	61	nɔ̣.11 ʃhøə.3	nɔ̣¹¹_ʃhøə³	516	516:nose	20	0	Manumanaw Karen	1361	n ɔ̰ ¹¹ ◦ ʃʰ ø ə ³
4761	Shixing	SHI	syc		shix1238	nose	61	ńa.55 qũ.33	ńa⁵⁵_qũ³³	516	516:nose	20	0		1361	nʲ a ⁵⁵ ◦ q ũ ∼ ³³
4762	Aka	AKA	aka		akha1245	nose	61	un=su, nu=su	unsu	516	516:nose	20	0		1361	u n ◦ s u
4763	Nocte	NOC	knyk		noct1238	nose	61	kho	kho	2823	2823:nose	20	0		833	kʰ o
4764	Ninglang-Naxi	NIN	bur	Naxi	naxi1245	nose	61	ńi.33 gə.33	ńi³³_gə³³	516	516:nose	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	1361	nʲ i ³³ ◦ g ə ³³
4765	Khaling	KLN	kir		khal1275	nose	61	nö. L	nö_L	516	516:nose	20	0		1361	n ö _
4766	Langsu-Maru	LAN	bur		maru1249	nose	61	nɔ̲.31	nɔ̲³¹	516	516:nose	20	0		1361	n ɔ̰ ³¹
4767	W. Kayah	KYH	kar	Karen	west2409	nose	61	nị.44 nạ.11	nị⁴⁴_nạ¹¹	516	516:nose	20	0	Kayah Western	1361	n ḭ ⁴⁴ ◦ n a̰ ¹¹
4768	Written Tibetan	WRT	tib	Tibetan	tibe1272	nose	61	sna	sna	516	516:nose	20	0		1361	s n a
4769	Nishi	NIS	tani	Nysha	nisi1238	nose	61	ńip-pum	ńip-pum	516	516:nose	20	0	Nisi?	1361	nʲ i p + p u m
4771	Dumi	DUM	kir		dumi1241	nose	61	nu	nu	516	516:nose	20	0		1361	n u
4772	Gurung	GUR	gur		guru1261	nose	61	na.1	na¹	516	516:nose	20	0		1361	n a ¹
4773	Lhasa Tibetan	LHA	tib	Tibetan	tibe1272	nose	61	nə.55 ku.52	nə⁵⁵_ku⁵²	516	516:nose	20	0		1361	n ə ⁵⁵ ◦ k u ⁵²
4774	Garo	GAR	bodo	Garo	garo1247	nose	61	giŋ	giŋ	2823	2823:nose	20	0		833	g i ŋ
4775	Hill-Miri	HIL	tani	Nysha	nyis1236	nose	61	ńipum	ńipum	516	516:nose	20	0		1361	nʲ i ◦ p u m
4776	Limbu	LIM	kir		limb1266	nose	61	nɛbho:, -nbho:	nɛbhoː	516	516:nose	20	0		1361	n ɛ ◦ b h oː
4777	Upper-Bangni	UBA	tani		bang1338	nose	61	nafaŋ	nafaŋ	516	516:nose	20	0		1361	n a ◦ f a ŋ
4778	Leqi	LEQ	bur		lash1243	nose	61	no.55	no⁵⁵	516	516:nose	20	0		1361	n o ⁵⁵
4779	Hakka	HKK	sino	Hakka	hakk1236	nose	61	pi4 guŋ1	pi⁴_guŋ¹	303	303:nose	20	0		843	p i ⁴ ◦ g u ŋ ¹
4780	Motuo-M	MOT	mot	Tibetan	dakp1242	nose	61	na wuŋ	na_wuŋ	516	516:nose	20	0	Tawang Monpa, Dakpakha?	1361	n a _ w u ŋ
4781	Tujia	TUJ	tujia	Tujia	nort2732	nose	61	ən.3 ćhi.1	ən³_ćhi¹	516	516:nose	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	1361	ə n ³ ◦ tsʲʰ i ¹
4782	Beijing	PEK	sino	CHB	mand1415	nose	61	bí=zi 鼻子	bízi	303	303:nose	20	0		843	b i ◦ z i
4783	Zhaba	ZHA	syc		zhab1238	nose	61	no̲.51	no̲⁵¹	516	516:nose	20	0	Stage 2	1361	n o ⁵¹
4784	Kaike	KAY	kay		kaik1246	nose	61	nha	nha	516	516:nose	20	0		1361	nʰ a
4785	Yintale	YIN	kar	Karen	yint1235	nose	61	nãŋ.33 khɛ.55	nãŋ³³_khɛ⁵⁵	516	516:nose	20	0	Yintale Karen	1361	n ã ∼ ŋ ³³ ◦ kʰ ɛ ⁵⁵
4786	Jinuo	JIN	bur	Jinuo	youl1235	nose	61	nhɔ.42 to.44	nhɔ⁴²_to⁴⁴	516	516:nose	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	1361	nʰ ɔ ⁴² ◦ t o ⁴⁴
4787	Serdukpen	SER	sul		sher1257	nose	61	nu=phuŋ	nuphuŋ	243	243:nose	20	0	Stage 2	609	n u ◦ pʰ u ŋ
4788	Namuzi	NAM	syc		namu1246	nose	61	ńi.33 nga.55	ńi³³_nga⁵⁵	516	516:nose	20	0		1361	nʲ i ³³ ◦ ŋ a ⁵⁵
4789	Xiaxe Tibetan	XIA	tib		amdo1237	nose	61	hna ʁoŋ	hna_ʁoŋ	516	516:nose	20	0		1361	h n a _ ʁ o ŋ
4790	Lüsu	LUS	syc		lisu1250	nose	61	ki.33 mu.53	ki³³_mu⁵³	4139	4139:nose	20	0		967	k i ³³ ◦ m u ⁵³
4791	Yimchunrü	YIM	naga	Naga (Ao_Naga)	yimc1240	nose	61	nuboŋ	nuboŋ	516	516:nose	20	0	Naga Yimchungru	1361	n u ◦ b o ŋ
4792	Liangmai	LIA	naga		lian1251	nose	61	taniu	taniu	516	516:nose	20	0		1361	t a ◦ n i u
4793	Dimasa	DIM	bodo		dima1251	nose	61	guŋ	guŋ	2823	2823:nose	20	0		833	g u ŋ
4794	Yeinbaw	YEI	kar	Karen	yinb1236	nose	61	kṿ.11 bu.55	kṿ¹¹_bu⁵⁵	243	243:nose	20	0	Yinbaw Karen	609	k v̩ ¹¹ ◦ b u ⁵⁵
4795	N-Qiang	QIA	syc		nort2722	nose	61	stəq	stəq	925	925:nose	20	0	Stage 2	1522	s t ə q
4796	Lijiang-Naxi	LIJ	bur	Naxi	lich1241	nose	61	ńi.55 mər.31	ńi⁵⁵_mər³¹	516	516:nose	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	1361	nʲ i ⁵⁵ ◦ m ə r ³¹
4797	Zeme	ZEM	naga		zeme1240	nose	61	mineu	mineu	516	516:nose	20	0		1361	m i ◦ n e u
4798	Jingpo	JNP	jnp		kach1280	nose	61	lə.55 ti.51	lə⁵⁵_ti⁵¹	925	925:nose	20	0	Jinghpaw; Stage 2	1522	l ə ⁵⁵ ◦ t i ⁵¹
4799	Bodo	BOD	bodo		bodo1269	nose	61	gontoŋ	gontoŋ	2823	2823:nose	20	0		833	g o n ◦ t o ŋ
4800	Fuzhou	FUZ	sino	Han	mind1253	nose	61	phei31	phei³¹	303	303:nose	20	0		843	pʰ e i ³¹
4801	Burmese	WRB	bur	Burmese	nucl1310	nose	61	hna khauŋ:	hna_khauŋː	516	516:nose	20	0		1361	h n a _ kʰ a u ŋː
4802	Horpa	DAO	syc		horp1239	nose	61	sni	sni	516	516:nose	20	0		1361	s n i
4803	Ao-Chungli	AOC	naga	Naga (Ao_Naga)	chon1286	nose	61	teni	teni	516	516:nose	20	0	Naga Ao	1361	t e ◦ n i
4804	Padam	PAD	tani		pada1257	nose	61	ńe-buŋ	ńe-buŋ	516	516:nose	19	0		1361	nʲ e + b u ŋ
4805	Bola	BOL	bur		pela1242	nose	61	na̲.55	na̲⁵⁵	516	516:nose	20	0		1361	n a̰ ⁵⁵
4806	Guiqiong	GUI	syc		guiq1238	nose	61	ńo.55 kũ.53	ńo⁵⁵_kũ⁵³	516	516:nose	20	0		1361	nʲ o ⁵⁵ ◦ k ũ ∼ ⁵³
4807	Gangte	GAN	chin		gang1266	nose	61	nak	nak	555	555:nose	20	0		1379	n a k
4808	Pochuri	POC	naga		poch1243	nose	61	ańa=ku	ańaku	516	516:nose	20	0		1361	a ◦ nʲ a ◦ k u
4809	Sgaw	SGO	kar	Karen	sgaw1245	nose	61	na.22 d̄e.44	na²²_d̄e⁴⁴	925	925:nose	20	0		1522	n a ²² ◦ d̄ e ⁴⁴
4810	Geker	GEK	kar	Karen	geko1235	nose	61	nəphu.44	nəphu⁴⁴	243	243:nose	20	0	Geko Karen?	609	n ə ◦ pʰ u ⁴⁴
4811	Yintale	YIN	kar	Karen	yint1235	nose	61	nãŋ.33 khɛ.55	nãŋ³³_khɛ⁵⁵	516	516:nose	20	0	Yintale Karen	1361	n ã ∼ ŋ ³³ ◦ kʰ ɛ ⁵⁵
4812	Serdukpen	SER	sul		sher1257	nose	61	nu=phuŋ	nuphuŋ	516	516:nose	20	0	Stage 2	1361	n u ◦ pʰ u ŋ
4813	Dhimal	DHI	dhim		dhim1246	not	62	ma	ma	58	58:not	20	0		1398	m a
4814	Apatari	APA	tani		apat1240	not	62	ma	ma	58	58:not	20	0		1398	m a
4815	Jianchuan Bai	BAI	sino		jian1239	not	62	a3, a5, ja5 [Zhaiwa a.21]	a³	-1	-1-44	20	1		39	a ³
4816	Jirel	JIR	tib		jire1238	not	62	men. L1	men_L¹	58	58:not	20	0		1398	m e n _ ¹
4817	Old Chinese	OCH	sino	Han	oldc1244	not	62	pə 不	pə	2790	2790:not	-10	0		830	p ə
4818	Idu	IDU	idu		idum1241	not	62	mi.1	mi¹	58	58:not	20	0		1398	m i ¹
4819	Lhota	LHO	naga	Naga (Ao_Naga)	loth1237	not	62	me	me	58	58:not	20	0	Naga Lotha	1398	m e
4820	Lushai	LSH	chin		lush1249	not	62	lo	lo	4141	4141:not	20	0		969	l o
4821	Lepcha	LEP	lep		lepc1244	not	62	mă	mă	58	58:not	20	0		1398	m a
4822	Sgaw	SGO	kar	Karen	sgaw1245	not	62	mạ.33	mạ³³	58	58:not	20	0		1398	m a̰ ³³
4823	Rourou	ROU	nung		nusu1239	not	62	a.31	a³¹	4265	4265:not	20	0		1054	a ³¹
4824	Khezhama	KHE	naga		khez1235	not	62	mo	mo	58	58:not	20	0		1398	m o
4825	Dulong	DUL	trun		drun1238	not	62	mɨ.31	mɨ³¹	58	58:not	20	0		1398	m ɨ ³¹
4826	Tangkul	TAN	naga		tang1336	not	62	maniŋ=ma	maniŋma	58	58:not	20	0		1398	m a ◦ n i ŋ ◦ m a
4827	Pa'O	PAO	kar	Karen	paok1235	not	62	ma.22.mɨ.55 nau	ma²²mɨ⁵⁵_nau	58	58:not	20	0		1398	m a ²² ◦ m ɨ ⁵⁵ ◦ n a u
4828	Kulung	KUL	kir		kulu1253	not	62	ma	ma	58	58:not	20	0		1398	m a
4829	Geker	GEK	kar	Karen	geko1235	not	62	ḍŋəo.44 ma.31	ḍŋəo⁴⁴_ma³¹	58	58:not	20	0	Geko Karen?	1398	ɖ ŋ ə o ⁴⁴ ◦ m a ³¹
4830	Ersu	ERS	syc		ersu1241	not	62	ma.33	ma³³	58	58:not	20	0		1398	m a ³³
4831	Phom	PHO	knyk		phom1236	not	62	nevai	nevai	58	58:not	20	0		1398	n e ◦ v a i
4832	Ao-Mongsen	AOM	naga	Naga (Ao_Naga)	mong1332	not	62	noŋo	noŋo	58	58:not	20	0	Naga Ao	1398	n o ◦ ŋ o
4833	Sherpa	SHE	tib	Sherpa	sher1255	not	62	me. LR	me_LR	58	58:not	20	0	Solu-Khumbu Sherpa	1398	m e
4834	Rawang	RAW	trun		rawa1265	not	62	mə i	mə_i	58	58:not	20	0		1398	m ə _ i
4835	Wancho	WAN	knyk		wanc1238	not	62	mantai	mantai	58	58:not	20	0		1398	m a n ◦ t a i
4836	Bokar	BOK	tani		bori1243	not	62	moŋ	moŋ	58	58:not	20	0	Stage 2	1398	m o ŋ
4837	Nusu	NUS	nung		nusu1239	not	62	ma.55	ma⁵⁵	58	58:not	20	0	Stage 2	1398	m a ⁵⁵
4838	Geba	GEB	kar	Karen	geba1237	not	62	me.44 mɛ̃ʔ.53	me⁴⁴_mɛ̃ʔ⁵³	58	58:not	20	0		1398	m e ⁴⁴ ◦ m ɛ̃ ∼ ʔ ⁵³
4839	Shixing	SHI	syc		shix1238	not	62	mu.55	mu⁵⁵	58	58:not	20	0		1398	m u ⁵⁵
4840	Aka	AKA	aka		akha1245	not	62	ma	ma	58	58:not	20	0		1398	m a
4841	Nocte	NOC	knyk		noct1238	not	62	ma	ma	58	58:not	20	0		1398	m a
4842	Ninglang-Naxi	NIN	bur	Naxi	naxi1245	not	62	mə.33	mə³³	58	58:not	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	1398	m ə ³³
4843	Khaling	KLN	kir		khal1275	not	62	mu. L	mu_L	58	58:not	20	0		1398	m u _
4845	W. Kayah	KYH	kar	Karen	west2409	not	62	təmẹ.44	təmẹ⁴⁴	58	58:not	20	0	Kayah Western	1398	t ə ◦ m ḛ ⁴⁴
4846	Written Tibetan	WRT	tib	Tibetan	tibe1272	not	62	mi	mi	58	58:not	20	0		1398	m i
4847	Nishi	NIS	tani	Nysha	nisi1238	not	62	ma	ma	58	58:not	20	0	Nisi?	1398	m a
4848	Lhasa Tibetan	LHA	tib	Tibetan	tibe1272	not	62	mi.13	mi¹³	58	58:not	20	0		1398	m i ¹³
4849	Garo	GAR	bodo	Garo	garo1247	not	62	oŋ-ja	oŋ-ja	4265	4265:not	20	0		1054	o ŋ + j a
4850	Hill-Miri	HIL	tani	Nysha	nyis1236	not	62	ma	ma	58	58:not	20	0		1398	m a
4851	Limbu	LIM	kir		limb1266	not	62	me:n	meːn	58	58:not	20	0		1398	m eː n
4852	Upper-Bangni	UBA	tani		bang1338	not	62	hey-ma	hey-ma	58	58:not	20	0		1398	h e y + m a
4853	Hakka	HKK	sino	Hakka	hakk1236	not	62	m2	m²	58	58:not	20	0		1398	m ²
4854	Motuo-M	MOT	mot	Tibetan	dakp1242	not	62	ma	ma	58	58:not	20	0	Tawang Monpa, Dakpakha?	1398	m a
4855	Tujia	TUJ	tujia	Tujia	nort2732	not	62	tha.1	tha¹	863	863:not	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	1503	tʰ a ¹
4856	Beijing	PEK	sino	CHB	mand1415	not	62	bù 不	bù	2790	2790:not	20	0		830	b u
4857	Zhaba	ZHA	syc		zhab1238	not	62	a.21	a²¹	4265	4265:not	20	0	Stage 2	1054	a ²¹
4858	Kaike	KAY	kay		kaik1246	not	62	mhyã	mhyã	58	58:not	20	0		1398	mʰ y ã ∼
4859	Yintale	YIN	kar	Karen	yint1235	not	62	ma.11	ma¹¹	58	58:not	20	0	Yintale Karen	1398	m a ¹¹
4860	Jinuo	JIN	bur	Jinuo	youl1235	not	62	mə.44	mə⁴⁴	58	58:not	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	1398	m ə ⁴⁴
4861	Serdukpen	SER	sul		sher1257	not	62	bi-i	bi-i	2790	2790:not	20	0	Stage 2	830	b i + i
4862	Namuzi	NAM	syc		namu1246	not	62	mɛ.33	mɛ³³	58	58:not	20	0		1398	m ɛ ³³
4863	Xiaxe Tibetan	XIA	tib		amdo1237	not	62	mə	mə	58	58:not	20	0		1398	m ə
4864	Yimchunrü	YIM	naga	Naga (Ao_Naga)	yimc1240	not	62	mu	mu	58	58:not	20	0	Naga Yimchungru	1398	m u
4865	Liangmai	LIA	naga		lian1251	not	62	mak	mak	58	58:not	20	0		1398	m a k
4866	Dimasa	DIM	bodo		dima1251	not	62	nia	nia	4265	4265:not	20	0		1054	n i a
4867	Yeinbaw	YEI	kar	Karen	yinb1236	not	62	cɨ.44 mṿ.22	cɨ⁴⁴_mṿ²²	58	58:not	20	0	Yinbaw Karen	1398	ts ɨ ⁴⁴ ◦ m v̩ ²²
4868	N-Qiang	QIA	syc		nort2722	not	62	ma	ma	58	58:not	20	0	Stage 2	1398	m a
4869	Lijiang-Naxi	LIJ	bur	Naxi	lich1241	not	62	mə.33	mə³³	58	58:not	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	1398	m ə ³³
4870	Zeme	ZEM	naga		zeme1240	not	62	makle	makle	58	58:not	20	0		1398	m a ◦ k l e
4871	Jingpo	JNP	jnp		kach1280	not	62	n.55	n⁵⁵	58	58:not	20	0	Jinghpaw; Stage 2	1398	n ⁵⁵
4872	Fuzhou	FUZ	sino	Han	mind1253	not	62	me52	me⁵²	58	58:not	20	0		1398	m e ⁵²
4873	Burmese	WRB	bur	Burmese	nucl1310	not	62	ma.	ma	58	58:not	20	0		1398	m a
4874	Ao-Chungli	AOC	naga	Naga (Ao_Naga)	chon1286	not	62	nuŋa	nuŋa	58	58:not	20	0	Naga Ao	1398	n u ◦ ŋ a
4875	Padam	PAD	tani		pada1257	not	62	maŋ	maŋ	58	58:not	19	0		1398	m a ŋ
4876	Guiqiong	GUI	syc		guiq1238	not	62	me.35	me³⁵	58	58:not	20	0		1398	m e ³⁵
4877	Gangte	GAN	chin		gang1266	not	62	hi=lo-e	hilo-e	4141	4141:not	20	0		969	h i ◦ l o + e
4878	Pochuri	POC	naga		poch1243	not	62	ńu	ńu	58	58:not	20	0		1398	nʲ u
4879	Liangmai	LIA	naga		lian1251	not	62	mal	mal	4141	4141:not	20	0		969	m a l
4880	Zeme	ZEM	naga		zeme1240	not	62	makle	makle	4141	4141:not	20	0		969	m a ◦ k l e
4881	Quueyu	QUE	syc		quey1238	one	63	tɨ.55	tɨ⁵⁵	934	934:one	20	0		1528	t ɨ ⁵⁵
4882	Dhimal	DHI	dhim		dhim1246	one	63	e=noŋ	enoŋ	1993	1993:one	20	0		480	e ◦ n o ŋ
4883	Apatari	APA	tani		apat1240	one	63	koŋ, akó, kòn	koŋ	2181	2181:one	20	0		536	k o ŋ
4885	Jirel	JIR	tib		jire1238	one	63	dok. L2=pei. L1	dok_L²pei_L¹	934	934:one	20	0		1528	d o k _ ² ◦ p e i _ ¹
4886	Old Chinese	OCH	sino	Han	oldc1244	one	63	ʔit 一	ʔit	1993	1993:one	-10	0		480	ʔ i t
